SPECID,CATAID_1,BPT,WHAN,bayes.agn.fracAGN,bayes.agn.fracAGN_err,bayes.sfh.age,bayes.sfh.age_err,bayes.sfh.age_main,bayes.sfh.age_main_err,bayes.stellar.age_m_star,bayes.stellar.age_m_star_err,bayes.dust.mass,bayes.dust.mass_err,bayes.sfh.sfr,bayes.sfh.sfr_err,bayes.sfh.sfr100Myrs,bayes.sfh.sfr100Myrs_err,bayes.stellar.m_gas,bayes.stellar.m_gas_err,bayes.stellar.m_star,bayes.stellar.m_star_err,best.chi_square,best.reduced_chi_square,best.agn.EBV,best.agn.beta,best.agn.delta,best.agn.disk_type,best.agn.emissivity,best.agn.fracAGN,best.agn.gamma,best.agn.law,best.agn.opening_angle,best.agn.psy,best.agn.r_ratio,best.agn.tau,best.agn.temperature,best.attenuation.B_B90,best.attenuation.E_BV_factor,best.attenuation.E_BV_lines,best.attenuation.E_BVs,best.attenuation.FUV,best.attenuation.V_B90,best.attenuation.powerlaw_slope,best.attenuation.uv_bump_amplitude,best.attenuation.uv_bump_wavelength,best.attenuation.uv_bump_width,best.dust.alpha,best.dust.gamma,best.dust.qhac,best.dust.umin,best.nebular.f_dust,best.nebular.f_esc,best.nebular.lines_width,best.nebular.logU,best.nebular.ne,best.nebular.zgas,best.sfh.age,best.sfh.age_burst,best.sfh.age_main,best.sfh.f_burst,best.sfh.tau_burst,best.sfh.tau_main,best.stellar.age_m_star,best.stellar.imf,best.stellar.metallicity,best.stellar.old_young_separation_age,best.universe.age,best.universe.luminosity_distance,best.universe.redshift,best.agn.accretion_power,best.agn.disk_luminosity,best.agn.intrin_Lnu_2500A_30deg,best.agn.luminosity,best.agn.polar_dust_luminosity,best.agn.torus_dust_luminosity,best.agn.total_dust_luminosity,best.dust.luminosity,best.dust.mass,best.sfh.integrated,best.sfh.sfr,best.sfh.sfr100Myrs,best.sfh.sfr10Myrs,best.stellar.lum,best.stellar.lum_ly,best.stellar.lum_ly_old,best.stellar.lum_ly_young,best.stellar.lum_old,best.stellar.lum_young,best.stellar.m_gas,best.stellar.m_gas_old,best.stellar.m_gas_young,best.stellar.m_star,best.stellar.m_star_old,best.stellar.m_star_young,best.stellar.n_ly,best.stellar.n_ly_old,best.stellar.n_ly_young,best.galex.FUV,best.galex.NUV,best.sdss.up,best.sdss.gp,best.sdss.rp,best.sdss.ip,best.sdss.zp,best.vista.vircam.Z,best.vista.vircam.Y,best.vista.vircam.J,best.vista.vircam.H,best.vista.vircam.Ks,best.WISE1,best.WISE2,best.WISE3,best.WISE4,best.herschel.pacs.100,best.herschel.pacs.160,best.PSW_ext,best.PMW_ext,best.PLW_ext,CIGALE_AGN
372819143939876864,185507,UNCXY,UNC,0.1000168607581966,0.0012996450069977,1432.3418470279298,1789.0765985925302,1432.3418470279298,1789.0765985925302,586.550992401963,1169.1970442989114,1.096628332613941e+39,5.483141663069706e+37,175.0692781749593,19.51063262735168,90.50748764195926,13.858344782660042,18443776777.48359,10078047884.927156,37069595645.997215,11248259134.451357,129.48989125243807,6.474494562621904,0.03,-0.5,0.36,1.0,1.6,0.1,2.0,0.0,60.0,20.1,60.0,1.0,100.0,1.5397491361694158,0.75,0.4,0.3,3.076177425074617,1.2284081781851268,0.0,0.0,217.5,35.0,3.0,0.1,0.06,10.0,0.0,0.0,300.0,-3.0,100.0,0.019,901.0,5.0,901.0,0.01,5.0,5000.0,290.2468410120057,1.0,0.02,10.0,11867.901583822497,2.201381650843276e+25,0.1504,3.3474832413794104e+38,6.85415705190031e+37,5.837204241802298e+22,1.2152240028171039e+38,2.5877788709524705e+37,2.7103041053182607e+37,5.298082976270731e+37,4.7682746786436546e+38,1.1017911064528883e+39,46105116548.84691,154.74510074697818,95.585051990314,141.0517631837337,5.883027897025294e+38,8.308365671484965e+37,1.5449104386718134e+35,8.292916567098246e+37,1.908185625603296e+38,3.974842271422e+38,14203327159.87726,14136014157.196829,67313002.68042918,31901788854.275604,30558584759.812737,1343204094.4628675,2.4989118062698033e+55,5.719698399717889e+52,2.493192107870085e+55,0.1686273106558388,0.2695189209588589,0.4284581714945054,0.7622180403690628,1.0779399292203318,1.7238648251563815,1.5537141566879655,1.5300242982898364,1.862774740436316,2.4708975787221763,3.351399250358333,5.606812384804866,10.82118992590268,14.488378334641968,52.634272214778136,64.55372758343593,1853.7313224126804,1782.0133834591682,890.4006317841402,401.999591944534,148.37271836244943,True
4528527844787617792,594479,SFGX,wAGN,0.1743857169157291,0.0463581809860271,5243.758490384865,3366.626778622845,5243.758490384865,3366.626778622845,3812.12995523248,2189.5150030435298,7.183141680834604e+37,2.6530108403423585e+37,0.878250502168255,0.5352485081981474,0.9603273909895405,0.567897543400435,42214005631.354034,15585652965.734669,51422159909.71039,14669805784.54685,42.69351783276189,2.2470272543558885,0.03,-0.5,0.36,1.0,1.6,0.2,2.0,0.0,60.0,20.1,60.0,1.0,100.0,0.7583020565233588,0.25,0.6,0.15,1.5647030285344556,0.6093346860823231,0.0,0.0,217.5,35.0,3.0,0.1,0.06,2.5,0.0,0.0,300.0,-3.0,100.0,0.019,3500.0,250.0,3500.0,0.01,100.0,1.0,3455.234443374741,1.0,0.02,10.0,11983.923072508182,2.0385259202164146e+25,0.1402,1.436736633282532e+37,2.9417977079039924e+36,2.5053225260341207e+21,5.215729897939997e+36,1.1106722378092775e+36,1.1632599522267272e+36,2.273932190036005e+36,9.09572876014402e+36,8.446881786372082e+37,94856105285.65907,0.8525108177338455,1.457541784538488,0.8921179580360336,2.94021011772914e+37,4.704181025567165e+35,5.3876858597062575e+34,4.165412439596539e+35,2.722444386975653e+37,2.17765730753487e+36,42790229811.07679,42789689557.61221,540253.46457149,52065875471.92131,52057494548.46652,8380923.4547931645,1.3786507962640809e+53,1.1774841295364733e+52,1.260902383310434e+53,0.0072584612725817,0.0109359147130955,0.0275692001326559,0.1050005029862656,0.2675084068768551,0.4093010140363214,0.5755491609113401,0.5555478946279284,0.7471240267552199,0.9920957469801284,1.245863928078727,1.4498867736996124,1.1387004700504115,1.1202581477397018,1.816644152692854,1.9781626447962013,37.01780498336012,54.66289878269612,37.548794901512,19.545978366928505,7.953521425129321,True
525806833261111296,743886,AGNXY,UNC,0.4438106540337192,0.0580590273446722,1863.9455741961704,1304.4689260173768,1863.9455741961704,1304.4689260173768,801.1499484040139,746.8692274861388,1.0260589482470751e+38,7.689534999168498e+37,24.30641622755091,8.75951340882056,14.33656374443822,7.048829730460246,5293795763.436473,3063711545.2014327,9478796680.806416,4520381722.845415,17.803551488896666,0.9370290257314036,0.03,-0.5,0.36,1.0,1.6,0.4,2.0,0.0,60.0,50.1,60.0,1.0,100.0,0.6431553216276676,0.25,0.4,0.1,1.1124053489995414,0.4883300271911477,0.0,1.0,217.5,35.0,2.0,0.1,0.06,10.0,0.0,0.0,300.0,-3.0,100.0,0.019,901.0,5.0,901.0,0.01,100.0,1.0,884.639076305176,1.0,0.02,10.0,10639.866439264297,4.204738353327809e+25,0.2678,1.8002514340359037e+38,1.5208552252986169e+38,3.1392047545351703e+22,1.89243402186409e+38,1.391688109387006e+37,2.3240998562677296e+37,3.715787965654736e+37,5.573681948482102e+37,6.209418985036871e+37,23293314849.59042,45.65958653694598,2.3293314849590425,23.293314849590427,1.0052159733043202e+38,2.1376573778195783e+37,1.693604186180881e+34,2.1359637736333976e+37,1.568086653639805e+37,8.484073079403397e+37,8869943805.924881,8865583607.796452,4360198.128429434,14423370950.309048,14194798093.298063,228572857.0109832,6.47027145600973e+54,3.4327517874364794e+51,6.466838704222293e+54,0.1116725324561952,0.1553842439474649,0.217629701339494,0.2858818545388811,0.3906207104974817,0.4595042761776196,0.5704330357980663,0.5754052141159118,0.6061790674693468,0.7534290058989344,1.0027914557639142,1.3816808845420427,2.060922059291338,2.685672935424313,6.803390358163943,8.639524056855166,42.32850970410067,38.95941124971171,20.323022361380268,9.57791080113803,3.590684226031451,True
526952249683896320,278841,AGNXY,sAGN,0.3412808748282325,0.0700954560071048,6262.657799938542,3569.472428282428,6262.657799938542,3569.472428282428,5439.485440156663,3110.080268446372,2.128168845979155e+37,9.362011976886628e+36,0.1864318355964286,0.3549106073712608,0.2049835931712275,0.3796042392621847,32589641386.867764,14439163508.01707,37275336083.04277,13536206152.732944,19.689377498790986,0.9844688749395492,0.03,-0.5,0.36,1.0,1.6,0.4,2.0,0.0,60.0,50.1,60.0,1.0,100.0,0.7513963111521872,0.25,0.6,0.15,1.5668552939961236,0.606621266690239,0.0,0.0,217.5,35.0,3.0,0.1,0.06,2.5,0.0,0.0,300.0,-3.0,100.0,0.019,11000.0,500.0,11000.0,0.01,100.0,1.0,10861.980250640598,1.0,0.02,10.0,13050.59467291858,7.181925469317425e+24,0.0525,1.0836885573517742e+37,9.155017870753132e+36,1.8896917438068275e+21,1.1391792592214155e+37,8.377476895903109e+35,1.399027031870711e+36,2.2367747214610215e+36,3.355162082191532e+36,3.1158204284382315e+37,112468450169.36256,0.0766774637203854,0.1310958230441922,0.0802398526079097,1.3295022286192423e+37,9.053511751851751e+34,5.307010774109075e+34,3.746500977742675e+34,1.3099157042349775e+37,1.958652438426508e+35,54909993057.5807,54909944465.51059,48592.07011543867,57558457111.54251,57557703305.32589,753806.2166254638,2.3248828106917173e+52,1.1907881488991933e+52,1.134094661792524e+52,0.1384135804400313,0.2292322182393543,0.4298048697362229,0.9250960485868156,1.7208645764913202,2.407670999653873,3.3269945884739425,3.1792522887866133,4.305400781154755,5.342329937659302,7.100598410605301,7.487826662285881,6.633555042102011,6.454873818519183,9.663080917821034,10.31455904477928,121.5361756551304,149.343555411944,91.62250456713444,44.70626656215701,17.67912454139388,True
528174356874946560,376679,AGNXY,sAGN,0.0998463452320931,0.0048523000935624,10829.984468609317,1090.9017684075152,10829.984468609317,1090.9017684075152,5782.184143116143,722.8584708442811,3.6502104582573264e+38,3.3295097511097827e+37,9.899800941557196,0.9204549028010042,10.077007353557304,0.947716476670993,121381064947.8242,16775566858.51579,141708324748.78836,16616309252.092655,29.84825473003392,1.492412736501696,0.03,-0.5,0.36,1.0,1.6,0.1,2.0,0.0,60.0,50.1,60.0,1.0,100.0,0.6482681416210969,0.25,0.6,0.15,1.6901866954194575,0.4857673805057402,-0.25,1.0,217.5,35.0,3.0,0.1,0.06,2.5,0.0,0.0,300.0,-3.0,100.0,0.019,11000.0,900.0,11000.0,0.01,500.0,3000.0,5973.89768805538,1.0,0.02,10.0,12375.20674618154,1.51854397801153e+25,0.1068,2.146486751248585e+37,1.8133553624518628e+37,3.7429557270009217e+21,2.2563984556516845e+37,1.6593460403319542e+36,2.771084891666266e+36,4.43043093199822e+36,3.987387838798396e+37,3.7029461408669366e+38,261123568108.94772,10.207955862207008,10.428428877689496,10.227345330541889,9.922317685668248e+37,5.053665072816523e+36,1.3867449502103036e+35,4.9149905777954936e+36,7.391315646805482e+37,2.531002038862767e+37,120737848712.0463,120731780004.90804,6068707.138227107,140385719366.27606,140289514650.7334,96204715.54264848,1.5211608768284567e+54,3.245406739831843e+52,1.4887068094301384e+54,0.1593057658955698,0.2424908726716765,0.4315890767809439,1.0145238887734975,1.846180687121344,2.535307995814104,3.286480200179534,3.198625585383112,4.109333745082166,4.9817478182108665,6.086468831471562,6.495625410946577,4.907573323727979,4.1312308546283525,9.182497242467718,10.432699482057812,292.7511901539993,413.0121530324751,273.81205279360364,139.29621625425992,56.14571550970998,True
528184252479596544,719471,UNCXY,sAGN,0.4926956537648883,0.0260407681999139,2905.626099916888,1557.2121785892857,2905.626099916888,1557.2121785892857,1102.2670479415688,846.5703088053123,4.52465396589307e+38,1.10591675915917e+38,38.64522204958772,7.26844880357246,2.7912341715458537,1.563831949542568,380250888.4964871,904242630.3737423,794850195.9802003,1193117111.0427055,174.38588014271596,8.719294007135797,0.03,-0.5,0.36,1.0,1.6,0.5,2.0,0.0,60.0,50.1,60.0,1.0,100.0,0.7138021918212595,0.25,0.4,0.1,1.09682636873552,0.5830326301216542,0.0,0.0,217.5,35.0,2.0,0.1,0.06,1.0,0.0,0.0,300.0,-3.0,100.0,0.019,5000.0,5.0,5000.0,0.25,5.0,1.0,3110.001005766311,1.0,0.02,10.0,10502.80347662896,4.4641244174673135e+25,0.2821,2.41848751934976e+38,2.0431420364857848e+38,4.217259531634578e+22,2.542327130833377e+38,1.86961679893477e+37,3.122234144541153e+37,4.991850943475923e+37,4.991850943475923e+37,5.049431373345253e+38,934156908.8567256,30.0918209035502,2.335392272141814,23.353922721418137,8.221772251571933e+37,1.8801963095199489e+37,2.6522836696769995e+32,1.880169786683252e+37,1.242978152630733e+35,8.209342470045626e+37,331226449.5877969,325585894.8070646,5640554.780732359,602930332.5089515,375031786.8354795,227898545.67347208,5.599822018406752e+54,5.684236266723306e+49,5.599765176044084e+54,0.1146131262632514,0.1694438879594044,0.2422236670998251,0.3065876193019602,0.3884187881231863,0.448254959896157,0.5547705279522654,0.5567807397410147,0.589288696410426,0.7322294123261606,1.0062520753214597,1.4246567209362002,2.3111034540864543,3.0487821115893534,7.1884294039591,8.106459542489782,29.58722788218306,41.53775435954682,37.54846253819544,23.88737473897753,11.00166683651009,True
529278266817669120,600408,AGNXY,sAGN,0.2000038833987423,0.0016089589212143,2297.2884811029703,1841.6488810477813,2297.2884811029703,1841.6488810477813,899.6818484393397,957.8921951607124,1.9749360560974474e+38,9.874680280487238e+36,22.03779723127901,4.278370575845504,21.169708291541244,2.952541992841077,10585667271.011814,5777154907.464832,18182384095.638294,7424282407.440502,33.81630958317788,1.779805767535678,0.03,-0.5,0.36,1.0,1.6,0.2,2.0,0.0,60.0,80.1,60.0,1.0,100.0,1.5341343934763776,0.75,0.4,0.3,3.089411954746005,1.2254297272692969,0.0,1.0,217.5,35.0,3.0,0.1,0.06,10.0,0.0,0.0,300.0,-3.0,100.0,0.019,901.0,250.0,901.0,0.25,800.0,1.0,680.7687873185334,1.0,0.02,10.0,11364.95876569249,2.9569809230316857e+25,0.1963,1.0161502391860949e+38,8.590086425431657e+37,1.771921189377272e+22,1.0713950658055629e+38,7.855370524858834e+36,1.3383271801380878e+37,2.123864232623971e+37,8.495456930495884e+37,1.9630200695435715e+38,25694414208.90593,21.90211008850406,23.315278494824927,22.025798569087375,1.1046866829542022e+38,1.0606268291384876e+37,4.738939426542e+34,1.0558878897119456e+37,5.602481060603473e+37,5.444385768938548e+37,9160215187.968544,9147122257.908962,13092930.059582846,16534198955.003954,16327033965.306091,207164989.69786173,3.213772852643772e+54,1.5749484261618534e+52,3.198023368382153e+54,0.082650608225715,0.1388199430536017,0.2329168846852762,0.3402701375020185,0.4838865661224741,0.6228023754060917,0.7235973225524334,0.7085637197412246,0.8370148978033545,1.0824761335557234,1.45714111149434,1.984025500171409,2.566609801206844,3.141648777122241,8.084872637859018,7.958244833392682,185.1917736061483,190.24699749851908,99.14349541161457,45.9643772138729,17.113329265143268,True
530323352535984128,600710,AGNXY,sAGN,0.1834322529502899,0.048997203011202,8152.472816088956,3730.5195720364695,8152.472816088956,3730.5195720364695,5611.273864865067,2375.9074072657163,1.0548967386071328e+38,4.225805855886133e+37,3.1987234312439674,0.8150262224397826,3.5335102650035237,0.9596285321674592,97404420436.34486,34602431590.22662,111818378379.64069,33575043607.88912,22.40772708785463,1.1203863543927317,0.03,-0.5,0.36,1.0,1.6,0.2,2.0,0.0,60.0,50.1,60.0,1.0,100.0,0.4225810952325559,0.25,0.4,0.1,1.1264666156453838,0.318966109232722,-0.25,0.0,217.5,35.0,3.0,0.1,0.06,2.5,0.0,0.0,300.0,-3.0,100.0,0.019,11000.0,250.0,11000.0,0.01,10.0,2000.0,7083.874164252915,1.0,0.02,10.0,11731.200490902704,2.398614020903217e+25,0.1626,1.531254896238714e+37,1.2936065297211663e+37,2.6701396037226883e+21,1.6096634097891886e+37,1.1837397772591086e+36,1.976829023421112e+36,3.1605688006802205e+36,1.2642275202720882e+37,1.1740434105301484e+38,235673847960.0174,2.694836462226468,2.750123114164007,2.69980342728274,5.456484212374351e+37,1.4092081545130766e+36,1.117051087449515e+35,1.2975030457681251e+36,4.788340831827421e+37,6.681433805469299e+36,111073452096.41904,111071850129.97836,1601966.44069816,124600395855.51424,124574999795.76636,25396059.747848697,4.179004654210424e+53,2.4898064839332964e+52,3.930024005817094e+53,0.0363785749467008,0.0585171545746225,0.1038767627396038,0.2497833017986992,0.5183170698494458,0.7369657870443399,0.9556204024846716,0.9239152364540524,1.1756887773492903,1.5324919588296249,1.8152431465303696,2.074238343159286,1.3991072527704935,1.2661266337575,1.9074867635449264,1.82483334563652,36.212022507791104,55.81737569628454,39.4545038635488,20.88689631164789,8.562999469043037,True
530346167402260480,377246,AGNXY,sAGN,0.276791978710905,0.0749877645002579,3501.572686808947,3601.239247523164,3501.572686808947,3601.239247523164,2468.1963137454145,2239.066962834295,1.706298442356602e+38,7.219073853426224e+37,0.2436634643578369,0.5328013601028437,0.2993037375817812,0.6529898292823162,47832974252.56089,21609841260.039387,65887864335.68479,21478554929.128555,17.02462662487215,0.8512313312436074,0.03,-0.5,0.36,1.0,1.6,0.3,2.0,0.0,60.0,50.1,60.0,1.0,100.0,0.4164502012946019,0.25,0.4,0.1,1.0851769792261703,0.3171796618676328,-0.25,1.0,217.5,35.0,3.0,0.1,0.06,1.0,0.0,0.0,300.0,-3.0,100.0,0.019,2000.0,500.0,2000.0,0.25,50.0,1.0,1572.0488431310534,1.0,0.02,10.0,11713.437543554854,2.424676312371559e+25,0.1642,2.072657918846456e+37,1.7509846494427627e+37,3.614216031357984e+21,2.178789188639983e+37,1.6022725081344953e+36,2.6757728838377075e+36,4.278045391972203e+36,9.982105914601806e+36,2.30602371827728e+38,95783068037.94662,0.0219626039270492,0.0694608913976321,0.0240705867996271,5.512059601232568e+37,8.209734509917717e+34,7.11981130003784e+34,1.0899232098798767e+34,5.506268687101815e+37,5.7909141307530165e+34,39276823334.27042,39276808451.24674,14883.023674830169,56506244703.60473,56506018880.83186,225822.7728702885,1.788789687000486e+52,1.4590719597708481e+52,3.29717727229638e+51,0.0227050084737682,0.0518746195708038,0.127757359362346,0.3846661449901017,0.7282111437753355,0.9438673984979694,1.1433508813166062,1.1190500688729774,1.324241177884819,1.593851216265842,1.8494216824353256,2.0857616601717623,1.5457113936748506,1.4349430839972226,2.0865669613855764,1.8732252264274245,22.42837787222525,47.402056934226565,43.54009639038473,26.172447316392777,11.715470642344938,True
531566625829185536,747874,SFGXY,SFG,0.3640730110568787,0.085072925681907,1203.699040792681,794.9339445955487,1203.699040792681,794.9339445955487,440.3326770453346,378.41345365028167,1.8328207045923508e+38,1.056377569681712e+38,12.187450327279556,3.8870891436562847,11.029862096373096,3.082223901835287,2513149022.801406,1190459541.7665367,5090165031.390305,1905691997.591316,19.071939000656425,1.0037862631924437,0.03,-0.5,0.36,1.0,1.6,0.3,2.0,0.0,60.0,50.1,60.0,1.0,100.0,0.7246253628081599,0.25,0.6,0.15,1.695040943436117,0.5444006904594749,-0.25,0.0,217.5,35.0,3.0,0.1,0.06,10.0,0.0,0.0,300.0,-3.0,100.0,0.019,901.0,5.0,901.0,0.01,5.0,5000.0,290.2468410120057,1.0,0.02,10.0,10263.679430181031,4.936322270679073e+25,0.3077,8.506384903581578e+37,7.186207262176966e+37,1.4833085772560431e+22,8.941957712273548e+37,6.575878513616289e+36,1.0981625987349525e+37,1.755750450096581e+37,4.096751050225356e+37,9.466241306748242e+37,4876766970.294833,16.36815721609283,10.11050528212874,14.919744949944931,6.222770547199403e+37,8.788170666676839e+36,1.6341284359179938e+34,8.77182938231766e+36,2.018382628373656e+37,4.2043879188257473e+37,1502356396.5659966,1495236366.2371397,7120030.328857169,3374410517.171594,3232333154.558244,142077362.61335015,2.6432230239750184e+54,6.050008832802752e+51,2.6371730151422155e+54,0.0299141299791722,0.0532513050715668,0.0811642153115973,0.1069816820332089,0.1465405671915652,0.1687128558791964,0.203904819700323,0.2021642028194558,0.2191558328558534,0.2705268896393188,0.3540617443422096,0.4830431815207499,0.7123365038894458,0.9348193115472222,2.167657884670109,1.9656477306224167,32.708480349318265,38.54797126302479,22.31586988278839,11.006578159515668,4.1979249997536,True
600121726231144448,238492,UNCXY,sAGN,0.2856350167158969,0.0530608179139197,3567.0374248967646,1347.081308882881,3567.0374248967646,1347.081308882881,2440.354907978733,1465.3080352982993,9.031494294032034e+37,4.750530533605494e+37,34.35234898743253,6.801255556381907,1.957697417119491,0.4697439335774865,4703893568.401073,4341781120.782142,5945505654.887892,5311753307.6631775,46.61640490258969,2.4534949948731417,0.03,-0.5,0.36,1.0,1.6,0.2,2.0,0.0,60.0,80.1,60.0,1.0,100.0,0.7200445825457875,0.25,0.4,0.1,1.1129731194815522,0.5552112222150613,0.0,1.0,217.5,35.0,2.0,0.1,0.06,10.0,0.0,0.0,300.0,-3.0,100.0,0.019,3500.0,5.0,3500.0,0.01,800.0,1.0,3435.6572031638743,1.0,0.02,10.0,10791.33857477175,3.927208709010631e+25,0.2523,6.578206745115213e+37,5.560926158926837e+37,1.1470807632846e+22,6.935842729526325e+37,5.085296384262539e+36,8.663869321732346e+36,1.374916570599489e+37,5.499666282397955e+37,6.126961053920398e+37,23959656062.28384,47.7995887805042,2.3959656062283843,23.95965606228384,9.330461788741364e+37,2.2110198439665584e+37,1.305773619858644e+34,2.2097140703466995e+37,5.905091656228528e+36,8.739952623118513e+37,10741547697.207756,10737121048.936483,4426648.271269104,13218108270.490088,12982938452.724512,235169817.7655755,6.697113604883608e+54,2.795923936188473e+51,6.694317680947421e+54,0.0891257014305284,0.1058862147365147,0.1263215814659198,0.1509058361985812,0.1892934531494632,0.2227182408100423,0.2686015942741858,0.2549633099828313,0.2765400176476492,0.357713207719872,0.4696810041082199,0.6369889979511253,0.9106810318041564,1.2636353022260465,4.403488248039305,7.35645104336742,42.66194009836949,40.46343746835775,21.18326501160629,9.963885746694883,3.737739909623521,True
603490630361966592,240161,SFGXY,sAGN,0.3178531795825027,0.05018637970488,3210.6510808429844,1448.663201891708,3210.6510808429844,1448.663201891708,1927.9803621081655,1161.1010781844784,8.684843107962781e+38,2.3612621327860115e+38,60.191695697657366,13.504754259184208,7.631094374997319,6.612298486810713,10975199938.660486,5823102860.998683,15437943713.41258,7272041939.857141,15.660511740706053,0.7830255870353027,0.03,-0.5,0.36,1.0,1.6,0.3,2.0,0.0,60.0,80.1,60.0,1.0,100.0,0.9989981714931416,0.25,0.6,0.15,1.6354452359873783,0.7676393047949499,0.0,1.0,217.5,35.0,2.0,0.1,0.06,1.0,0.0,0.0,300.0,-3.0,100.0,0.019,2000.0,5.0,2000.0,0.01,800.0,1.0,1963.7430258669497,1.0,0.02,10.0,10375.718126429276,4.711894331284864e+25,0.2956,2.1023140598671677e+38,1.777203682215716e+38,3.665929196048917e+22,2.21661012678544e+38,1.6251982495329074e+37,2.7688661961643355e+37,4.394064445697243e+37,1.0252817039960232e+38,1.0371082112218463e+39,37059678222.10941,73.93417396100065,3.7059678222109422,37.05967822210943,1.4898349636185858e+38,3.420564309045132e+37,2.681673458148022e+34,3.4178826355869835e+37,1.379798658356045e+37,1.3518550977829814e+38,15775769119.342182,15768922186.30987,6846933.032312177,21283908956.466022,20920159253.57845,363749702.8875795,1.0360039787385546e+55,5.581504362879107e+51,1.0354458283022668e+55,0.0912316175506496,0.1378100485872651,0.1983428653623811,0.2540347840501273,0.3370614340893367,0.3981593456837214,0.5101672744385636,0.5098402087768006,0.5399189720231685,0.6869279900776482,0.9250211439127688,1.2860661152927044,1.9404644791404984,2.610258980104436,7.433653895238666,10.321019634359557,44.65735841038897,71.68403940287682,68.5752484818073,44.5413520299577,20.7214322877723,True
603567046420097024,239599,AGNXY,sAGN,0.1784564375674501,0.0515028647268582,10591.088063745185,1763.473028997243,10591.088063745185,1763.473028997243,4515.041601997838,1173.4223492644558,6.363523798045663e+37,2.8555516654577606e+37,7.193411295800751,1.111490141461781,7.302612606400762,1.1282185628662829,70265955507.59467,23181423694.74064,86722433649.52963,23323714111.60421,32.874432933165124,1.6437216466582565,0.03,-0.5,0.36,1.0,1.6,0.2,2.0,0.0,60.0,80.1,60.0,1.0,100.0,0.4316583799022357,0.25,0.4,0.1,1.1373686688873148,0.3241155389330855,-0.25,1.0,217.5,35.0,3.0,0.1,0.06,10.0,0.0,0.0,300.0,-3.0,100.0,0.019,11000.0,900.0,11000.0,0.25,10.0,5000.0,3868.7724454927543,1.0,0.02,10.0,11209.22289812206,3.208347616711384e+25,0.2111,2.7846916367739466e+37,2.354055621462504e+37,4.85583128045477e+21,2.936086382087869e+37,2.1527116523493613e+36,3.667595953904285e+36,5.820307606253646e+36,2.3281230425014586e+37,5.379524955734713e+37,123214825239.76392,6.981419749668535,7.0191573640617495,6.984847093177224,7.457152352154766e+37,3.4391001521760536e+36,7.923704171926938e+34,3.3598631104567845e+36,5.727814336818163e+37,1.729338015336604e+37,53649910637.76535,53645768751.502975,4141886.262381234,69564914581.08102,69499208017.32932,65706563.75169821,1.0361743653773276e+54,1.8481807376917964e+52,1.0176925580004095e+54,0.0413731080352078,0.0640009450892052,0.1046187513822186,0.2129243704913638,0.4133532346283533,0.5485038510775448,0.6586398880988014,0.6467271341160187,0.7609814308127544,0.9557650114839248,1.1195390236103795,1.3506746245239492,1.068805590650997,1.0670708681427736,1.9770753013979567,1.859442136482552,43.14654938093632,45.251600960497385,23.91872122080595,11.184852570452923,4.17785155239218,True
604616530319140864,240500,AGNXY,sAGN,0.0977577762590766,0.015838263893244,4499.126259180506,4007.013560200566,4499.126259180506,4007.013560200566,3212.0832564969155,2637.9378234160044,3.5365454411085656e+37,9.634308540598692e+36,0.0216826310218805,0.0687161912815124,0.0246979788743857,0.0751129926628687,11925535299.586905,5148472449.770851,15726663781.8952,4983721242.075914,22.61491937441625,1.1307459687208123,0.03,-0.5,0.36,1.0,1.6,0.1,2.0,0.0,60.0,20.1,60.0,1.0,100.0,0.6254947485224724,0.25,0.6,0.15,1.668040683223181,0.4760717030705202,-0.25,0.0,217.5,35.0,3.0,0.1,0.06,2.5,0.0,0.0,300.0,-3.0,100.0,0.019,11000.0,750.0,11000.0,0.25,100.0,2000.0,5310.019803400386,1.0,0.02,10.0,12759.61839075833,1.0487740905595136e+25,0.0754,2.5548192581387275e+36,5.23113371205001e+35,4.454989236779666e+20,9.274662370139938e+35,1.9750083327047567e+35,2.0685203253851716e+35,4.043528658089928e+35,3.639175792280934e+36,3.379573921764273e+37,33129715183.03949,0.3330528030522675,0.3716317448035294,0.3357218742951099,1.289574014422986e+37,1.781204627266584e+35,1.7434707475486454e+34,1.6068575525117191e+35,1.2066529323667826e+37,8.292108205620317e+35,14794885687.781048,14794685893.361967,199794.41908014947,18334829494.25376,18331672070.934616,3157423.3191464366,5.243816786027803e+52,3.771981333758725e+51,4.86661865265193e+52,0.0081124312801572,0.0207155411290604,0.0811565457010556,0.3651947799142374,0.6573293692217074,0.8618152329845714,1.0793308294688473,1.0425100800471665,1.3099756460347995,1.4902217457498,1.789654851597448,1.804124982347203,1.2714167389692903,1.0188257229657938,1.733457452713362,2.101722635504792,57.10152108238529,76.27892112418334,48.67397263570894,24.21017280573549,9.66052965894275,True
