,BPT,WHAN,Z_1,mass_stellar_percentile50,T_C_ISM_percentile16,T_C_ISM_percentile50,T_C_ISM_percentile84,T_W_BC_percentile16,T_W_BC_percentile50,T_W_BC_percentile84,SFR_0_1Gyr_percentile16,SFR_0_1Gyr_percentile50,SFR_0_1Gyr_percentile84,ager_percentile50,P100_flux,P100_fluxerr,SurfaceDensity,SurfaceDensityErr,SurfaceDensityFlag
1650,SFXY,SF,0.1795,10.07,16.063,18.313,22.038,32.063,41.813,55.663,0.407,0.442,0.812,9.452,0.020044148,0.043711256,-999.0,-999.0,-999.0
1651,NOEL,LLR,0.2618,11.41,15.813,17.438,19.688,34.538,44.638,55.038,-0.463,-0.028,0.237,9.682,0.02342925,0.021165011,-999.0,-999.0,-999.0
1652,UNCXY,sAGN,0.285,10.45,15.513,16.888,19.263,35.988,47.463,56.163,0.172,0.732,0.912,9.107,0.0,0.01777484,-999.0,-999.0,-999.0
1653,SFX,UNC,0.261,10.95,17.013,19.963,23.038,33.288,42.013,53.463,0.337,0.417,0.547,9.577,0.0074728252,0.015805556,-999.0,-999.0,-999.0
1654,NOEL,LLR,0.3184,11.13,16.113,18.888,22.463,34.488,45.113,55.338,0.037,0.342,0.507,9.522,0.0,0.021016689,-999.0,-999.0,-999.0
1655,UNCX,NER,0.179,10.78,15.963,18.663,22.338,34.688,45.188,55.538,-0.883,-0.428,-0.078,9.537,0.038723495,0.024074178,2.0,1.4,0.0
1656,AGNXY,sAGN,0.1709,10.35,16.513,19.263,22.513,37.088,48.863,56.938,0.127,0.227,0.317,9.397,0.0,0.01403044,0.0,0.0,0.0
1657,SFXY,SF,0.1488,9.922,16.163,18.788,22.213,34.313,44.288,54.688,-0.033,0.097,0.212,9.217,0.012125311,0.019300258,4.0,2.0,0.0
1658,UNCXY,sAGN,0.2046,10.59,19.638,20.763,22.888,48.188,53.188,56.588,0.702,0.702,0.702,9.412,0.21043055,0.020683847,-999.0,-999.0,-999.0
1659,UNCX,ELR,0.1769,10.65,15.888,18.088,21.213,34.713,45.638,55.663,-0.888,-0.353,0.007,9.562,0.004270631,0.018714178,2.286,1.4,0.0
1660,SFXY,SF,0.1371,9.972,15.863,18.263,21.963,32.638,39.163,48.688,-0.238,0.302,0.427,9.127,0.03840888,0.019117653,0.0,0.0,0.0
1661,NOEL,LLR,0.308,10.97,15.113,15.263,15.463,36.338,46.213,54.288,-0.403,0.002,0.282,9.497,0.0,0.023792256,-999.0,-999.0,-999.0
1662,AGNXY,LLR,0.0843,10.88,15.913,18.313,21.813,34.913,45.238,55.338,-1.858,-1.288,-0.878,9.777,0.04168454,0.0,0.0,0.0,0.327
1663,SFX,wAGN,0.1746,10.85,15.838,18.063,21.463,34.388,45.438,55.413,-0.158,0.002,0.122,9.667,0.0,0.02276343,0.0,0.0,0.0
1664,UNCXY,wAGN,0.2059,10.48,15.188,15.788,16.963,36.288,46.738,55.413,-1.043,-0.083,0.187,9.177,0.0,0.016710103,-999.0,-999.0,-999.0
1665,SFXY,SF,0.213,10.62,16.738,18.338,19.963,33.988,46.013,56.038,0.402,0.652,0.812,9.292,0.03005899,0.018012868,-999.0,-999.0,-999.0
1666,UNCX,NER,0.2055,10.96,19.888,22.638,24.288,34.863,44.238,54.488,0.162,0.267,0.362,9.637,0.051004093,0.013219382,-999.0,-999.0,-999.0
1667,SFX,ELR,0.2593,11.22,15.413,16.738,19.163,33.538,43.413,54.088,0.842,0.922,1.002,9.462,0.052193012,0.021975745,-999.0,-999.0,-999.0
1668,SFY,NER,0.3095,10.88,15.138,15.488,16.463,35.613,45.313,54.688,-0.478,-0.133,0.097,9.412,0.0,0.026501762,-999.0,-999.0,-999.0
1669,SFX,UNC,0.3063,11.2,17.738,19.588,21.588,34.438,45.938,55.763,1.042,1.132,1.212,9.347,0.025463937,0.020797266,-999.0,-999.0,-999.0
1670,NOEL,NER,0.2655,11.06,15.613,17.288,20.038,35.113,44.963,55.263,-0.938,-0.538,-0.253,9.702,0.0,0.014979682,-999.0,-999.0,-999.0
1671,SFX,UNC,0.2604,10.78,17.763,20.738,23.363,34.413,45.038,55.188,-0.053,0.262,0.497,9.297,0.0071554873,0.021529378,-999.0,-999.0,-999.0
1672,UNCXY,sAGN,0.2118,10.24,15.938,18.188,21.688,32.988,42.488,54.813,0.512,0.572,0.652,9.082,0.0,0.02453355,-999.0,-999.0,-999.0
1673,UNCX,NER,0.185,10.75,15.163,15.863,17.238,34.288,45.038,54.813,0.127,0.232,0.307,9.522,0.0,0.023889892,-999.0,-999.0,-999.0
1674,UNCXY,sAGN,0.282,10.95,18.688,22.288,24.288,36.788,46.788,55.963,0.772,0.847,0.952,9.322,0.055322364,0.016103024,-999.0,-999.0,-999.0
1675,UNCXY,UNC,0.211,10.21,15.613,17.513,21.288,32.838,41.138,53.413,0.372,0.477,0.567,9.242,0.03878063,0.016990513,-999.0,-999.0,-999.0
1676,AGNXY,sAGN,0.3116,10.83,18.138,21.113,23.688,34.763,45.138,55.213,-0.108,0.272,0.372,9.252,0.010313415,0.01383984,-999.0,-999.0,-999.0
1677,AGNX,LLR,0.1649,10.65,16.413,19.413,22.913,34.363,44.413,54.963,-0.513,-0.323,-0.178,9.647,0.027372917,0.0,0.0,0.0,0.242
1678,SFXY,UNC,0.3198,10.49,20.088,22.638,24.313,35.088,44.238,54.563,0.817,0.982,1.112,9.047,0.031389564,0.012857386,-999.0,-999.0,-999.0
1679,UNCX,NER,0.2078,10.93,15.263,16.213,18.263,35.838,45.763,55.263,-1.323,-0.723,-0.418,9.672,0.00538491,0.018055256,-999.0,-999.0,-999.0
1680,UNCX,NER,0.177,10.26,16.188,18.838,22.113,34.838,44.863,55.288,-0.838,-0.473,-0.118,9.272,0.02902996,0.016895404,1.0,1.0,0.0
1681,SFX,SF,0.15,9.562,15.388,16.238,17.963,42.413,52.038,57.513,0.387,0.432,0.497,8.752,0.0,0.03401324,0.0,0.0,0.0
1682,UNCXY,sAGN,0.2638,10.71,16.413,18.913,21.938,33.838,44.263,55.213,0.787,0.857,0.952,9.297,0.0,0.023281286,-999.0,-999.0,-999.0
1683,UNCXY,sAGN,0.3115,10.82,22.363,23.913,24.688,34.938,43.313,52.988,0.927,1.017,1.112,9.167,0.05866187,0.012905267,-999.0,-999.0,-999.0
1684,UNCXY,sAGN,0.2524,11.16,20.513,22.113,23.463,43.813,52.713,58.438,1.322,1.362,1.402,9.272,0.15492198,0.02262495,-999.0,-999.0,-999.0
1685,UNCX,ELR,0.177,10.82,17.138,20.238,22.913,35.263,45.113,55.388,-1.358,-0.763,-0.363,9.627,0.03715445,0.016457936,1.038,1.0,0.0
1686,AGNXY,sAGN,0.3106,10.85,15.288,16.313,18.663,34.938,45.838,55.613,-0.078,0.267,0.482,9.432,0.025619375,0.018007275,-999.0,-999.0,-999.0
1687,UNCX,LLR,0.1464,10.66,15.713,17.463,20.213,34.363,44.313,54.863,-1.818,-1.288,-0.973,9.812,0.0,0.014243436,1.0,1.0,0.0
1688,SFXY,SF,0.1704,10.54,15.788,17.888,20.263,34.238,44.363,55.638,-0.698,-0.263,-0.103,9.272,0.066903204,0.020816268,1.0,1.0,0.0
1689,AGNXY,wAGN,0.2084,10.83,16.088,18.313,21.338,34.863,45.063,55.488,-0.578,-0.238,0.037,9.397,0.021269452,0.024855996,-999.0,-999.0,-999.0
1690,NOEL,NER,0.2858,11.04,16.938,19.763,22.713,34.813,44.913,55.313,-0.343,0.042,0.232,9.592,0.0,0.019159991,-999.0,-999.0,-999.0
1691,NOEL,LLR,0.2865,11.04,16.513,19.463,22.813,34.838,44.988,55.313,-0.618,-0.258,-0.063,9.517,0.0,0.021338727,-999.0,-999.0,-999.0
1692,NOEL,NER,0.2581,10.94,17.413,19.388,21.838,35.413,46.988,56.163,0.102,0.302,0.517,9.492,0.0,0.021692578,-999.0,-999.0,-999.0
1693,UNCX,NER,0.1451,10.8,20.288,23.088,24.538,35.613,46.063,55.713,-0.928,-0.303,0.032,9.642,-999.0,-999.0,0.0,0.0,1.0
1694,SFX,sAGN,0.2664,11.04,19.538,21.913,23.563,35.813,48.213,57.063,0.092,0.727,0.942,9.297,0.030518567,0.02115801,-999.0,-999.0,-999.0
1695,AGNXY,sAGN,0.2773,10.56,16.363,18.813,22.163,39.113,50.238,57.113,0.862,0.937,0.997,9.117,0.0,0.021546565,-999.0,-999.0,-999.0
1696,UNCX,NER,0.1744,10.76,16.663,19.913,23.213,34.138,44.338,54.913,-0.008,0.107,0.247,9.602,-999.0,-999.0,9.237,3.0,0.0
1697,NOEL,NER,0.1731,10.44,15.363,16.463,18.763,34.763,44.563,54.763,-0.338,-0.168,-0.008,9.667,-999.0,-999.0,1.05,1.0,0.0
1698,AGNXY,sAGN,0.3084,10.68,21.913,23.613,24.638,35.088,46.163,55.863,0.692,1.002,1.142,8.987,0.025020381,0.013930435,-999.0,-999.0,-999.0
1699,SFX,wAGN,0.1478,10.78,18.838,21.788,24.163,34.463,42.763,52.038,0.517,0.622,0.692,9.437,-999.0,-999.0,0.0,1.0,-999.9
1700,UNCX,NER,0.2169,11.01,15.713,17.438,20.288,34.913,45.263,55.488,-0.443,-0.043,0.207,9.632,0.0,0.029641746,-999.0,-999.0,-999.0
1701,UNCXY,UNC,0.182,10.11,19.813,22.688,24.438,36.738,48.138,56.363,0.272,0.372,0.492,9.147,0.04411979,0.016066141,-999.0,-999.0,-999.0
1702,NOEL,LLR,0.2827,11.1,15.338,16.463,18.588,35.013,44.688,54.988,-0.528,-0.138,0.087,9.702,0.0034574545,0.022735905,-999.0,-999.0,-999.0
1703,UNCXY,sAGN,0.2513,10.71,16.313,19.163,22.663,34.113,43.988,54.663,0.627,0.702,0.792,9.342,0.027532358,0.020209532,-999.0,-999.0,-999.0
1704,SFX,sAGN,0.2168,10.48,19.038,21.638,23.688,33.988,43.588,54.788,0.012,0.357,0.532,9.162,0.0149057945,0.061316203,-999.0,-999.0,-999.0
1705,UNCX,ELR,0.2566,10.94,15.738,17.388,20.063,35.063,45.288,55.613,-0.183,0.067,0.262,9.637,0.0,0.018901782,-999.0,-999.0,-999.0
1706,SFXY,UNC,0.2472,10.34,15.638,17.188,19.988,35.563,46.913,55.913,0.197,0.652,0.827,9.072,0.0,0.024371544,-999.0,-999.0,-999.0
1707,UNCX,ELR,0.2844,10.86,16.413,19.113,22.413,33.638,43.113,53.863,0.612,0.727,0.822,9.352,0.03300982,0.01910263,-999.0,-999.0,-999.0
1708,NOEL,NER,0.2998,10.69,17.538,20.838,23.688,34.613,45.213,55.463,0.167,0.552,0.772,9.317,-999.0,-999.0,-999.0,-999.0,-999.0
1709,SFXY,SF,0.2604,11.02,19.438,21.038,22.188,30.213,30.913,32.438,1.327,1.607,1.607,9.327,0.18542439,0.019504078,-999.0,-999.0,-999.0
1710,AGNXY,sAGN,0.1486,10.21,22.363,23.713,24.713,46.463,55.088,59.063,0.477,0.547,0.602,8.937,0.055340383,0.014725095,2.154,1.4,0.0
1711,UNCX,NER,0.2002,10.98,16.138,18.488,21.788,34.663,45.988,55.738,0.067,0.187,0.292,9.582,0.0,0.027806716,-999.0,-999.0,-999.0
1712,SFX,UNC,0.3041,10.91,19.538,21.913,23.863,33.588,42.963,53.963,0.602,0.777,0.927,9.192,0.005749603,0.020786805,-999.0,-999.0,-999.0
1713,NOEL,LLR,0.2753,11.0,19.863,22.738,24.363,33.788,42.563,53.913,0.237,0.397,0.532,9.612,0.061195612,0.016935572,-999.0,-999.0,-999.0
1714,SFX,sAGN,0.2932,10.94,15.863,17.888,20.913,34.138,44.938,55.263,0.367,0.472,0.567,9.542,0.0,0.021998981,-999.0,-999.0,-999.0
1715,SFX,SF,0.202,10.41,15.963,18.013,20.613,34.938,46.438,55.713,0.332,0.407,0.482,9.372,0.010671065,0.011687409,-999.0,-999.0,-999.0
1716,SFX,UNC,0.2616,10.89,18.713,21.613,23.913,35.613,46.488,55.738,0.857,0.932,0.992,9.262,0.0041874605,0.026207449,-999.0,-999.0,-999.0
1717,SFXY,SF,0.2115,10.56,16.713,19.863,23.113,34.038,44.163,54.813,0.147,0.272,0.372,9.547,0.011058781,0.014540637,-999.0,-999.0,-999.0
1718,NOEL,NER,0.1912,10.31,15.413,16.713,19.613,34.288,43.838,54.538,-1.113,-0.518,-0.248,9.457,0.04489677,0.01607268,-999.0,-999.0,-999.0
1719,SFX,UNC,0.0305,8.242,15.563,17.038,19.513,35.288,46.413,56.188,-3.448,-2.278,-1.863,8.862,0.022772029,0.015601126,-999.0,-999.0,-999.0
1720,AGNXY,sAGN,0.2178,10.83,18.788,21.863,24.038,34.213,44.238,54.988,0.317,0.417,0.497,9.382,0.03487115,0.021343218,-999.0,-999.0,-999.0
1721,SFX,sAGN,0.3108,11.31,17.938,19.763,21.713,34.863,45.613,55.963,0.072,0.512,0.762,9.537,0.059975646,0.02524276,-999.0,-999.0,-999.0
1722,UNCX,ELR,0.2335,10.62,15.463,16.813,19.263,35.038,44.788,54.988,-0.653,-0.323,-0.068,9.392,0.0,0.014018147,-999.0,-999.0,-999.0
1723,NOEL,NER,0.2549,10.85,16.138,18.638,21.963,34.713,44.713,55.038,-1.098,-0.628,-0.258,9.612,0.0,0.017153973,-999.0,-999.0,-999.0
1724,SFX,UNC,0.3063,10.94,19.188,22.363,24.288,35.013,44.663,54.338,0.657,0.772,0.887,9.417,0.039462786,0.012854724,-999.0,-999.0,-999.0
1725,UNCX,NER,0.1914,10.41,15.363,16.588,19.163,35.088,45.363,55.688,-1.408,-0.903,-0.678,9.322,0.0,0.014008041,-999.0,-999.0,-999.0
1726,SFX,UNC,0.2781,10.87,18.088,21.663,24.063,35.088,45.813,55.538,-0.023,0.162,0.372,9.272,0.0069088233,0.018067336,-999.0,-999.0,-999.0
1727,NOEL,NER,0.3087,11.23,15.388,16.513,18.488,35.088,45.713,55.888,-0.693,-0.188,0.112,9.657,0.0,0.017956756,-999.0,-999.0,-999.0
1728,NOEL,NER,0.3079,11.1,15.213,15.813,16.913,36.413,47.138,55.863,-0.088,0.307,0.547,9.552,0.020316329,0.017861051,-999.0,-999.0,-999.0
1729,UNCX,UNC,0.3073,10.88,18.288,21.388,23.813,34.313,44.613,55.088,-0.198,0.282,0.502,9.347,0.0,0.026796756,-999.0,-999.0,-999.0
1730,NOEL,LLR,0.2958,10.94,15.438,16.763,19.638,34.913,44.788,54.838,-0.823,-0.353,-0.028,9.642,0.008253572,0.01959739,-999.0,-999.0,-999.0
1731,SFX,sAGN,0.2784,10.88,20.588,22.913,24.363,35.188,45.213,55.288,0.452,0.597,0.747,9.372,0.043012053,0.015042107,-999.0,-999.0,-999.0
1732,SFX,UNC,0.2784,10.95,16.938,18.613,20.313,32.438,38.213,50.238,1.162,1.167,1.222,9.397,0.06737265,0.02138006,-999.0,-999.0,-999.0
1733,NOEL,LLR,0.3193,11.11,16.763,19.663,22.863,34.613,44.763,55.263,-0.488,-0.223,0.027,9.472,0.0,0.023956712,-999.0,-999.0,-999.0
1734,SFX,SF,0.2812,11.02,20.863,22.588,23.988,34.888,44.813,55.013,1.072,1.162,1.237,9.337,0.094514154,0.018799769,-999.0,-999.0,-999.0
1735,NOEL,NER,0.2829,10.78,15.688,17.488,20.538,34.913,45.588,55.613,-0.313,0.102,0.337,9.447,0.0033812928,0.018395068,-999.0,-999.0,-999.0
1736,UNCX,NER,0.1796,10.26,19.138,22.238,24.188,35.038,44.838,55.238,-0.718,-0.228,0.057,9.307,0.045937512,0.01545681,-999.0,-999.0,-999.0
1737,AGNX,LLR,0.1382,10.58,15.713,17.963,21.813,35.188,45.363,55.388,-0.568,-0.368,-0.213,9.657,-999.0,-999.0,1.0,1.0,1.0
1738,SFX,UNC,0.2836,10.98,17.038,20.438,23.438,35.113,45.288,55.463,-0.423,-0.093,0.182,9.342,-999.0,-999.0,-999.0,-999.0,-999.0
1739,SFX,sAGN,0.2185,11.18,22.063,23.438,24.538,34.463,42.263,54.563,0.912,0.922,0.972,9.232,0.12304622,0.01851061,-999.0,-999.0,-999.0
1740,UNCX,NER,0.1914,10.7,16.638,18.938,21.463,34.438,44.663,55.288,-0.353,-0.103,0.097,9.657,0.016942183,0.015550667,-999.0,-999.0,-999.0
1741,NOEL,NER,0.2145,10.7,17.588,19.963,22.813,34.813,45.613,55.938,-0.863,0.037,0.242,9.437,0.0,0.02865398,-999.0,-999.0,-999.0
1742,SFX,UNC,0.1254,9.922,15.213,16.063,17.888,35.463,46.213,55.563,-0.553,-0.383,-0.263,9.512,0.0,0.02042938,0.0,0.0,0.0
1743,SFXY,SF,0.0799,9.277,17.513,20.688,23.513,34.238,42.413,51.688,-0.403,-0.303,-0.253,9.132,0.022183064,0.017272118,0.0,0.0,0.0
1744,NOEL,NER,0.1999,10.34,15.138,15.463,16.438,35.613,46.138,54.838,-0.153,0.067,0.217,9.432,0.020796724,0.017862186,-999.0,-999.0,-999.0
1745,AGNXY,sAGN,0.127,10.18,16.013,18.038,20.788,36.688,47.963,56.288,0.182,0.272,0.352,9.307,0.0019743592,0.016184265,1.0,1.0,0.0
1746,NOEL,LLR,0.3031,11.01,16.113,18.163,20.888,34.313,45.288,55.513,0.327,0.492,0.617,9.462,0.0,0.016091492,-999.0,-999.0,-999.0
1747,NOEL,NER,0.2723,10.77,15.263,16.238,18.638,35.338,45.013,54.688,-0.723,-0.133,0.137,9.402,0.03995972,0.011484838,-999.0,-999.0,-999.0
1748,NOEL,LLR,0.1329,10.09,15.113,15.313,16.013,35.813,45.313,54.288,-1.578,-0.943,-0.618,9.642,0.0,0.020102805,0.0,0.0,0.0
1749,AGNXY,sAGN,0.2071,10.56,16.563,19.588,23.088,37.338,49.188,57.238,0.677,0.772,0.942,9.097,-999.0,-999.0,-999.0,-999.0,-999.0
1750,UNCXY,UNC,0.1931,10.69,19.463,21.488,23.288,36.388,47.688,56.813,-0.858,0.232,0.537,9.207,0.04652402,0.024723755,-999.0,-999.0,-999.0
1751,UNCX,ELR,0.2931,10.94,15.613,17.388,20.313,34.838,44.688,55.038,-0.963,-0.513,-0.193,9.582,0.0056539704,0.014101477,-999.0,-999.0,-999.0
1752,UNCXY,SF,0.16,9.337,15.463,16.288,17.763,33.288,45.863,55.988,0.407,0.482,0.577,8.537,0.0179263,0.016533699,0.0,0.0,0.0
1753,NOEL,NER,0.1284,9.922,16.088,18.388,21.663,34.538,44.863,55.288,-1.408,-0.953,-0.703,9.602,0.012472054,0.008648027,9.321,3.0,0.0
1754,NOEL,NER,0.2577,10.49,15.088,15.288,15.888,36.438,47.288,55.013,-0.928,-0.318,0.057,9.147,0.014382125,0.011347617,-999.0,-999.0,-999.0
1755,SFXY,SF,0.3191,10.2,16.088,19.138,22.713,38.188,45.788,54.663,1.282,1.402,1.422,8.927,0.050031386,0.012221724,-999.0,-999.0,-999.0
1756,NOEL,NER,0.1924,10.51,20.563,22.963,24.463,35.288,45.113,55.288,-1.168,-0.568,-0.303,9.517,0.038085293,0.011976654,-999.0,-999.0,-999.0
1757,AGNX,LLR,0.2227,10.55,15.313,16.763,19.613,34.238,45.313,55.188,-0.493,-0.433,-0.253,9.292,0.0,0.013005409,-999.0,-999.0,-999.0
1758,SFX,sAGN,0.1654,10.7,20.413,22.713,24.263,34.838,45.313,55.363,-1.508,-0.523,-0.183,9.582,0.02567704,0.026422786,0.0,0.0,0.0
1759,NOEL,NER,0.1779,10.52,15.313,16.413,18.838,35.613,45.888,55.538,-1.498,-1.003,-0.653,9.697,0.0,0.014540752,1.0,1.0,0.0
1760,AGNX,LLR,0.2996,10.9,20.438,22.738,24.363,35.113,44.938,55.263,-0.063,0.167,0.352,9.522,0.022451244,0.015168809,-999.0,-999.0,-999.0
1761,NOEL,LLR,0.2298,11.14,15.213,15.963,17.938,35.413,45.038,54.688,-1.013,-0.518,-0.393,9.802,0.017315757,0.015179773,-999.0,-999.0,-999.0
1762,UNCXY,sAGN,0.2972,11.44,20.963,22.663,24.113,33.663,43.263,54.588,0.657,0.842,0.962,9.642,0.04602077,0.020614302,-999.0,-999.0,-999.0
1763,UNCXY,SF,0.1883,9.862,19.813,22.588,24.338,39.288,49.538,56.788,0.452,0.497,0.597,8.927,0.029932853,0.01628265,-999.0,-999.0,-999.0
1764,SFX,UNC,0.2296,10.28,15.113,15.288,15.688,36.013,46.613,54.413,-0.918,-0.333,-0.328,9.047,0.02916993,0.019269768,-999.0,-999.0,-999.0
1765,UNCXY,sAGN,0.2393,10.58,22.488,24.538,24.738,37.888,49.313,58.188,0.562,1.697,1.697,8.832,0.08118711,0.016333502,-999.0,-999.0,-999.0
1766,UNCXY,SF,0.2748,10.71,17.738,20.138,22.738,34.713,45.088,54.963,-0.543,0.102,0.102,9.047,0.04695147,0.02341489,-999.0,-999.0,-999.0
1767,SFX,UNC,0.2278,10.52,15.313,16.288,18.313,34.713,47.013,55.863,0.382,0.477,0.577,9.457,0.01670118,0.027514672,-999.0,-999.0,-999.0
1768,NOEL,NER,0.2436,10.61,15.063,15.263,15.463,38.988,47.563,56.113,-0.448,0.097,0.292,9.357,0.005741743,0.0126557285,-999.0,-999.0,-999.0
1769,SFX,sAGN,0.2642,10.88,20.388,22.288,24.013,34.988,45.863,55.388,0.702,0.817,0.912,9.292,0.05430155,0.012932796,-999.0,-999.0,-999.0
1770,UNCX,NER,0.2892,10.83,15.738,17.013,18.988,34.538,44.463,54.963,0.147,0.482,0.697,9.417,0.0,0.018699588,-999.0,-999.0,-999.0
1771,NOEL,NER,0.257,10.69,17.988,20.663,23.463,33.913,42.963,53.963,-0.623,-0.188,0.042,9.597,0.03676042,0.018384691,-999.0,-999.0,-999.0
1772,NOEL,NER,0.3178,11.01,16.538,19.663,23.138,34.388,44.713,55.063,-0.243,0.042,0.202,9.607,0.008559424,0.017986037,-999.0,-999.0,-999.0
1773,UNCXY,SF,0.1782,10.17,16.588,18.813,21.188,35.113,46.063,55.488,-0.233,0.197,0.442,9.077,0.004896733,0.015444293,0.0,0.0,0.0
1774,SFX,SF,0.2545,10.66,18.388,21.563,23.988,35.038,44.838,54.713,0.657,0.772,0.872,9.292,-999.0,-999.0,-999.0,-999.0,-999.0
1775,NOEL,LLR,0.3104,11.09,15.113,15.413,16.238,36.938,47.138,55.488,-0.013,0.297,0.467,9.592,0.0060797343,0.013678044,-999.0,-999.0,-999.0
1776,SFXY,SF,0.298,11.15,19.213,21.238,23.188,33.863,43.238,53.963,-0.468,-0.463,-0.463,9.547,0.041633893,0.016158292,-999.0,-999.0,-999.0
1777,SFX,sAGN,0.1395,10.43,15.563,16.838,19.063,35.963,49.113,57.213,0.357,0.417,0.517,9.437,-999.0,-999.0,1.0,1.0,0.0
1778,UNCX,UNC,0.2079,10.91,19.188,22.363,24.263,33.213,40.013,49.913,0.477,0.562,0.642,9.507,0.05741696,0.019498691,-999.0,-999.0,-999.0
1779,UNCY,LLR,0.2842,10.9,15.163,15.813,17.113,35.113,44.738,55.188,0.317,0.492,0.622,9.547,0.0,0.033272192,-999.0,-999.0,-999.0
1780,UNCY,NER,0.3005,10.32,15.363,16.538,19.038,34.713,45.663,55.488,-0.068,0.552,0.807,9.012,-999.0,-999.0,-999.0,-999.0,-999.0
1781,NOEL,NER,0.1571,10.63,15.113,15.488,16.463,36.288,46.238,54.988,-1.168,-0.693,-0.418,9.612,0.0,0.028107565,5.0,2.2,0.0
1782,AGNXY,ELR,0.1759,10.43,15.438,16.638,18.863,34.913,44.613,54.763,-0.843,-0.378,-0.168,9.517,0.0,0.019418677,14.0,3.7,0.0
1783,UNCX,UNC,0.2937,10.97,16.138,18.488,21.263,33.988,43.938,54.513,-1.073,-0.603,-0.248,9.602,0.0,0.022269418,-999.0,-999.0,-999.0
1784,UNCXY,sAGN,0.2806,10.23,15.713,18.088,21.763,37.013,46.463,55.213,1.062,1.157,1.267,8.717,0.07827032,0.020678507,-999.0,-999.0,-999.0
1785,NOEL,LLR,0.1557,10.85,16.363,19.213,22.638,34.863,45.238,55.438,-1.038,-0.758,-0.578,9.702,0.004664647,0.017225806,0.0,0.0,0.0
1786,SFXY,SF,0.2671,10.49,15.663,17.213,19.938,32.713,40.763,53.138,0.852,0.917,1.307,9.202,0.03908689,0.017498882,-999.0,-999.0,-999.0
1787,NOEL,NER,0.1636,10.25,15.188,15.788,16.638,35.188,45.913,54.813,0.092,0.197,0.282,9.412,0.027921095,0.01695068,0.0,0.0,0.0
1788,UNCX,NER,0.1615,10.43,15.788,17.888,21.238,35.013,45.163,55.338,-1.288,-0.763,-0.418,9.477,0.0,0.016638776,0.0,0.0,0.0
1789,UNCX,LLR,0.1803,10.95,15.163,15.563,16.688,35.838,45.488,55.313,-0.328,-0.033,0.187,9.462,0.03570864,0.021829408,-999.0,-999.0,-999.0
1790,SFX,UNC,0.274,10.68,20.663,23.038,24.438,34.663,44.388,54.988,-0.343,0.167,0.437,9.182,0.03573251,0.025817921,-999.0,-999.0,-999.0
1791,UNCXY,sAGN,0.2499,10.58,16.038,18.713,22.313,33.963,44.088,54.763,0.437,0.567,0.692,9.337,0.0,0.03355587,-999.0,-999.0,-999.0
1792,UNCXY,SF,0.2629,9.957,15.063,15.213,15.413,40.263,49.263,57.438,0.897,1.177,1.182,8.832,0.0096369665,0.01677639,-999.0,-999.0,-999.0
1793,SFX,UNC,0.3067,10.99,15.238,15.988,17.388,34.438,45.788,55.138,0.472,0.587,0.647,9.622,0.0,0.021428589,-999.0,-999.0,-999.0
1794,UNCXY,sAGN,0.1319,10.24,21.738,23.413,24.613,39.988,51.988,58.188,0.157,0.367,0.487,9.207,0.0860492,0.013508104,2.0,1.4,0.0
1795,SFX,UNC,0.2409,10.36,22.313,23.888,24.688,35.388,44.888,54.388,0.377,0.532,0.632,9.062,0.06709341,0.015883503,-999.0,-999.0,-999.0
1796,UNCXY,sAGN,0.1354,10.38,18.963,21.038,23.038,36.663,49.563,57.113,0.477,0.537,0.592,9.227,0.035836346,0.01576274,5.0,2.2,0.0
1797,SFX,SF,0.1802,10.05,15.938,18.213,21.363,34.213,45.163,55.288,-0.028,0.132,0.262,9.297,0.0,0.018206066,-999.0,-999.0,-999.0
1798,SFXY,SF,0.3096,10.52,21.538,23.488,24.538,32.863,38.388,47.538,1.037,1.117,1.207,8.992,0.06792784,0.02037655,-999.0,-999.0,-999.0
1799,NOEL,NER,0.1506,9.912,15.463,16.813,19.288,35.113,45.138,55.313,-1.688,-0.893,-0.508,9.357,0.0,0.017978502,16.154,3.9,0.0
1800,SFXY,SF,0.2927,10.66,16.413,19.363,22.963,41.413,50.613,57.338,1.172,1.177,1.177,9.367,0.0026639802,0.015797492,-999.0,-999.0,-999.0
1801,UNCX,LLR,0.1348,10.57,16.138,18.663,21.763,34.238,44.288,54.588,-1.523,-1.048,-0.813,9.642,0.0,0.024517212,1.071,1.0,0.0
1802,NOEL,NER,0.2142,10.75,15.163,15.713,16.813,35.838,46.613,55.713,-0.178,0.007,0.202,9.592,0.020340685,0.011450916,-999.0,-999.0,-999.0
1803,UNCX,NER,0.2195,10.5,15.338,16.138,17.388,37.163,48.788,56.163,0.652,0.702,0.802,9.117,0.0,0.01560533,-999.0,-999.0,-999.0
1804,SFX,wAGN,0.2122,10.99,15.363,16.463,19.188,35.838,46.613,56.013,-1.148,-0.523,0.202,9.527,0.0,0.018952064,-999.0,-999.0,-999.0
1805,UNCXY,sAGN,0.2864,10.56,18.638,21.813,23.963,38.613,50.863,57.613,0.587,1.142,1.272,8.927,0.028283516,0.0153058125,-999.0,-999.0,-999.0
1806,NOEL,NER,0.2646,10.49,15.788,17.788,21.213,34.038,43.463,54.588,-0.153,0.007,0.137,9.527,0.028116897,0.016295707,-999.0,-999.0,-999.0
