SPECID,CATAID,HB_CONT,HB_CONT_ERR,HB_GRAD,HB_GRAD_ERR,HB_REDCHI_EMB,HB_REDCHI_EMABS,HB_FITFAIL,HB_NPEG,HB_MODSEL_EM_LINE,HB_MODSEL_EMB_EM,HB_MODSEL_NABS_N,HB_BF,HB_DELBIC,HB_DELAIC,HB_CEN,AMP_HB,AMP_HB_ERR,POS_HB,POS_HB_ERR,SIG_HB,SIG_HB_ERR,HB_FLUX,HB_FLUX_ERR,HB_EW,HB_EW_ERR,AMP_HB_ABS,AMP_HB_ABS_ERR,POS_HB_ABS,POS_HB_ABS_ERR,SIG_HB_ABS,SIG_HB_ABS_ERR,HB_ABS_FLUX,HB_ABS_FLUX_ERR,HB_ABS_EW,HB_ABS_EW_ERR,HB_ABS_NPEG,AMP_HB_B,AMP_HB_B_ERR,POS_HB_B,POS_HB_B_ERR,SIG_HB_B,SIG_HB_B_ERR,HB_B_FLUX,HB_B_FLUX_ERR,HB_B_EW,HB_B_EW_ERR,HB_B_NPEG,AMP_OIIIB,AMP_OIIIB_ERR,POS_OIIIB,POS_OIIIB_ERR,SIG_OIIIB,SIG_OIIIB_ERR,OIIIB_FLUX,OIIIB_FLUX_ERR,OIIIB_EW,OIIIB_EW_ERR,AMP_OIIIR,AMP_OIIIR_ERR,POS_OIIIR,POS_OIIIR_ERR,SIG_OIIIR,SIG_OIIIR_ERR,OIIIR_FLUX,OIIIR_FLUX_ERR,OIIIR_EW,OIIIR_EW_ERR,OIIIR_NPEG,OIIIB_NPEG,HA_CONT,HA_CONT_ERR,HA_GRAD,HA_GRAD_ERR,HA_REDCHI_EMB,HA_REDCHI_EMABS,HA_FITFAIL,HA_NPEG,HA_MODSEL_EM_LINE,HA_MODSEL_EMB_EM,HA_MODSEL_NABS_N,HA_BF,HA_DELBIC,HA_DELAIC,HA_CEN,AMP_HA,AMP_HA_ERR,POS_HA,POS_HA_ERR,SIG_HA,SIG_HA_ERR,HA_FLUX,HA_FLUX_ERR,HA_EW,HA_EW_ERR,AMP_HA_ABS,AMP_HA_ABS_ERR,POS_HA_ABS,POS_HA_ABS_ERR,SIG_HA_ABS,SIG_HA_ABS_ERR,HA_ABS_FLUX,HA_ABS_FLUX_ERR,HA_ABS_EW,HA_ABS_EW_ERR,HA_ABS_NPEG,AMP_HA_B,AMP_HA_B_ERR,POS_HA_B,POS_HA_B_ERR,SIG_HA_B,SIG_HA_B_ERR,HA_B_FLUX,HA_B_FLUX_ERR,HA_B_EW,HA_B_EW_ERR,HA_B_NPEG,AMP_NIIB,AMP_NIIB_ERR,POS_NIIB,POS_NIIB_ERR,SIG_NIIB,SIG_NIIB_ERR,NIIB_FLUX,NIIB_FLUX_ERR,NIIB_EW,NIIB_EW_ERR,AMP_NIIR,AMP_NIIR_ERR,POS_NIIR,POS_NIIR_ERR,SIG_NIIR,SIG_NIIR_ERR,NIIR_FLUX,NIIR_FLUX_ERR,NIIR_EW,NIIR_EW_ERR,NIIB_NPEG,NIIR_NPEG,RA,DEC,Z,URL,URL_IMG,CATAID_1,DIST,IS_SBEST,IS_BEST,HB_rest,HA_rest
603567046420097024,239599,27.249975,0.15044105,9.379191e-06,2.5371914e-05,1.384616,2.0662737,0.0,1,201,201,0,299.042,297.59164,303.63977,6005.71231995715,1.0245014,1.980313,-119.7096,2.575401,0.93764967,-0.0,2.4079258,4.654407,0.07296416,0.14103685,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0,5.6688313,0.30034932,-110.24052,-0.0,65.86892,4.7603292,935.97455,83.87328,28.361494,2.5463126,1,7.8469634,0.82533103,-0.03907312,0.00010901025,3.7474172,0.16064122,73.709526,8.371822,2.2334294,0.2539692,22.761478,0.9327737,58.021645,0.16187482,3.7676148,0.16150704,214.95963,12.748005,6.513236,0.38793233,0,0,26.122238,0.21349877,-3.8888742e-05,3.25211e-05,1.6180884,6.8265796,0.0,0,201,201,0,1012.04736,1018.5705,1022.36053,7948.303736861894,13.611051,1.1980592,-0.2695978,0.44977555,5.5130033,0.49505192,188.09178,23.651175,5.9453025,0.7491561,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0,19.72102,0.6155987,-1.0917885,1.0715795,55.923412,1.6932458,2764.4768,120.21986,87.380905,3.8664951,0,7.726362,1.034441,-18.11534,0.33748788,5.2688537,0.5605683,102.0425,17.450321,3.2253268,0.55219364,12.451218,1.022009,24.733782,0.46078914,5.281612,0.56192565,164.84215,22.15072,5.21061,0.7014715,0,0,218.45087,1.49379,0.21111,http://www.gama-survey.org/dr3/data/spectra/sdss/spec-0536-52024-0308.fit,http://www.gama-survey.org/dr3/data/spectra/sdss/png/spec-0536-52024-0308.png,239599,0.11,True,True,4958.849584230293,6562.8256201847025
604616530319140864,240500,44.72306,0.33789495,2.2004537e-05,4.1617048e-05,1.085831,1.3130008,0.0,0,201,201,0,79.455055,78.544815,84.59295,5332.640357481164,12.076349,2.9649758,-105.15994,0.33922186,1.2251451,0.35101646,37.08627,13.99326,0.7711539,0.29102743,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0,4.801124,0.54485863,-102.27783,7.077468,62.72131,10.221516,754.82794,149.89996,15.695503,3.1191983,0,36.336372,2.0238495,-0.26249468,0.00029410634,2.2402658,0.05533501,204.0474,12.432373,4.2426434,0.2604792,109.634674,3.0065742,51.291245,0.057468135,2.2538729,0.055671107,619.3944,22.860203,12.878395,0.48516414,0,0,50.21465,0.22108188,1.9219979e-05,2.7063805e-05,0.97871006,8.262411,0.0,0,201,201,0,1407.7144,1422.2694,1426.0594,7057.521743067856,71.036026,2.4359689,0.21481493,0.09326351,2.6678262,0.09749482,475.03552,23.806131,8.796959,0.44255257,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0,28.755287,0.69790834,0.38696438,0.71090376,39.999603,0.88993233,2883.124,94.92703,53.39121,1.7735556,0,21.7937,1.6844661,-15.850422,0.06450704,2.8589962,0.09652972,156.18326,13.173146,2.8923016,0.24428092,69.407104,2.2428424,22.196514,0.09033396,2.8645928,0.09671868,498.37555,23.29173,9.229104,0.43323466,0,0,222.83777,1.46824,0.07538,http://www.gama-survey.org/dr3/data/spectra/sdss/spec-0537-52027-0030.fit,http://www.gama-survey.org/dr3/data/spectra/sdss/png/spec-0537-52027-0030.png,240500,0.19,True,True,4958.842788113191,6562.816625813996
604704766127269888,251811,35.891735,0.17120934,-9.7690565e-05,2.597594e-05,1.6350479,2.7834084,0.0,0,201,201,0,427.54294,438.5811,444.5154,5652.733659453871,22.81303,2.2156217,-110.822914,0.2435874,2.3290653,0.25823185,133.18478,19.63083,3.2542424,0.47991157,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0,18.069674,0.64815354,-108.2506,1.1322052,30.474028,1.1822608,1380.2893,72.93023,33.72628,1.7892377,0,68.92483,1.7205007,-0.548816,0.00042146037,3.2784564,0.03849063,566.4154,15.624644,13.84397,0.3875555,204.16826,3.1114204,54.09945,0.041545387,3.2964194,0.038701523,1687.0215,32.454052,41.239258,0.81737363,0,0,36.81026,0.20666215,0.00013840776,3.5298388e-05,1.423634,9.031666,0.0,0,201,201,0,1456.6941,1473.0817,1476.8716,7481.15155626415,90.86221,2.7546804,1.1350162,0.10454317,3.5544226,0.11704158,809.5475,36.23491,19.292667,0.8702958,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0,65.423744,1.1061131,0.99630314,0.3236477,33.285137,0.38953248,5458.53,112.239006,130.0846,2.7727275,0,18.172901,1.949465,-15.31844,0.077398755,3.2571275,0.14222647,148.37097,17.184328,3.5361097,0.41003326,56.373474,2.2127419,25.012272,0.12637831,3.263827,0.14251903,461.20273,27.079388,10.99013,0.64822507,0,0,220.5073,1.95108,0.13993,http://www.gama-survey.org/dr3/data/spectra/sdss/spec-0537-52027-0351.fit,http://www.gama-survey.org/dr3/data/spectra/sdss/png/spec-0537-52027-0351.png,251811,0.1,True,True,4958.842788113192,6562.816625813996
604760566342379520,262966,34.9703,0.12660976,-0.00018272651,1.8982695e-05,2.3517926,8.160739,0.0,1,201,201,0,2558.9463,2565.1248,2571.1814,6006.199973390578,9.83305,3.3857713,-118.24419,0.4572872,0.93772584,-0.0,23.11288,7.9583573,0.54533815,0.18778428,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0,27.263308,0.47288826,-112.81216,0.6679769,39.060905,0.74275786,2669.3823,68.7044,62.984684,1.6370418,0,30.138582,0.9223238,-0.16095473,0.00018571477,4.293163,0.065110564,324.33224,11.077453,7.657197,0.26299408,80.19906,1.392348,57.90448,0.06681206,4.315722,0.0654527,867.5863,20.000082,20.48916,0.4781212,0,0,30.933657,0.1759833,0.00022651545,2.7108494e-05,1.6497363,25.691322,0.0,0,201,201,0,4680.1157,4691.667,4695.457,7948.94912535217,23.19684,2.5262947,1.5502797,0.30936295,2.6775756,0.3397033,155.68993,26.031723,4.155313,0.6951802,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0,77.09468,0.89880306,0.6502888,0.31750122,42.94879,0.36829948,8299.755,120.11874,221.51921,3.4447494,0,8.22316,1.8332839,-16.162292,0.19103563,3.8023942,0.3536459,78.37649,18.932922,2.0921142,0.5055192,25.044737,1.9744312,26.690308,0.31547505,3.8106337,0.35441223,239.22339,29.166891,6.3836184,0.779158,0,0,222.17231,2.20919,0.21121,http://www.gama-survey.org/dr3/data/spectra/sdss/spec-0537-52027-0554.fit,http://www.gama-survey.org/dr3/data/spectra/sdss/png/spec-0537-52027-0554.png,262966,0.15,True,True,4958.842788113191,6562.816625813996
604768262923773952,263031,10.090694,0.045333695,-0.00017952168,2.4274714e-05,1.1784235,1.4953089,0.0,0,201,201,0,100.19228,108.32552,114.38224,6446.0989171241,7.036317,0.84941876,-126.127426,0.2507848,2.0248642,0.2793469,35.7134,6.546924,2.716558,0.49814463,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0,6.1988144,0.32256705,-124.2379,0.8126008,18.028507,0.9038242,280.12918,20.241465,21.308884,1.5427022,0,2.7362955,0.38452277,-0.99834836,0.0031405783,3.5549753,0.1881032,24.383133,3.6613305,1.8588442,0.27924582,10.636552,0.5460963,61.319843,0.19289836,3.5747006,0.18914692,95.30824,7.0268083,7.273873,0.53728014,0,0,9.380823,0.11191624,-8.784786e-05,7.539521e-05,1.3000269,2.6492481,0.0,0,201,201,10,241.74434,252.80482,256.59482,8531.13658822813,28.386646,1.2684885,0.80532223,0.137358,2.973426,0.15590534,211.57346,14.575639,17.350252,1.213078,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0,15.092975,0.5507796,3.7953737,0.7076477,21.703444,0.6992392,821.095,39.970474,67.33644,3.3749163,0,4.8171587,0.9889487,-18.64777,0.10041592,2.2873518,0.1595403,27.619375,5.98849,2.2645366,0.49174407,19.363914,1.2167977,27.343388,0.14724074,2.289655,0.15970095,111.135574,10.433481,9.116028,0.86270726,0,0,222.53236,2.36638,0.29992,http://www.gama-survey.org/dr3/data/spectra/sdss/spec-0537-52027-0582.fit,http://www.gama-survey.org/dr3/data/spectra/sdss/png/spec-0537-52027-0582.png,263031,0.09,True,True,4958.842788113192,6562.816625813996
G09_Y1_BN2_306,381008,8.895585,0.07616525,6.932828e-05,3.7892398e-05,0.65435237,0.72141355,0.0,0,201,201,0,28.067152,26.528837,33.64354,6238.89189596312,4.4245605,0.40411854,-122.95835,0.44567466,4.4777327,0.4759976,49.66132,6.960122,4.4415226,0.6236544,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0,0.94169706,0.1442853,-130.84193,-0.0,64.43574,13.454381,152.09955,39.391907,13.604052,3.5252185,1,0.420225,0.18993793,4.202427,0.0,15.991151,1.4719094,16.844244,7.769712,1.5049933,0.6943249,2.4658902,0.23540525,64.51743,-0.0,16.066727,1.4788659,99.30957,13.169595,8.868906,1.1785681,1,1,7.974323,0.040613562,-0.0002723863,3.7757167e-05,0.68275595,0.9359806,0.0,0,201,201,0,72.12049,77.69905,83.52435,8256.906946038145,18.399702,0.5629207,-0.43320936,0.11444965,4.6458836,0.17254628,214.27377,10.310431,21.357016,1.0333976,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0,7.0131187,0.5232609,-0.00036221344,0.9789305,19.816591,0.9002194,348.36142,30.43047,34.722263,3.0382502,0,3.2096608,0.46909177,-19.720274,0.19563054,4.135542,0.31186002,33.272198,5.471879,3.3141105,0.54529303,8.832172,0.6144895,24.792524,0.24594866,4.143373,0.3124506,91.73003,9.411682,9.150765,0.9400452,0,0,131.04604,1.77271,0.25807,http://www.gama-survey.org/dr3/data/spectra/gama/reduced_27/1d/G09_Y1_BN2_306.fit,http://www.gama-survey.org/dr3/data/spectra/gama/reduced_27/1d/png/G09_Y1_BN2_306.png,381008,0.11,True,True,4959.097582776093,6563.153835667447
G09_Y1_CS2_274,209226,10.079825,0.059332192,-0.00023003065,2.721599e-05,7.5438585,7.611926,0.0,3,200,200,0,26.908817,18.32372,25.468401,6297.904030984408,0.0,-0.0,-126.69565,-0.0,3.0652287,-0.0,0.0,-0.0,0.0,-0.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0,1.0960823,0.100698166,-132.07954,-0.0,70.39385,9.308084,193.40504,31.140432,15.062286,2.4268172,1,1.8788722,0.80230486,4.24218,0.0,1.7258798,0.35964915,8.1282625,3.8621285,0.63499445,0.30173957,3.4602141,0.6603186,65.127686,-0.0,1.7199191,0.35840705,14.917667,4.215171,1.1670167,0.32982677,1,1,10.047873,0.035611436,-0.00014341598,2.7502278e-05,6.5510697,6.521818,0.0,0,0,0,0,-0.6063769,-1.499546,4.461428,8335.006986186796,1.8436683,0.43243927,-1.5565935,0.5765744,1.7904227,0.5431625,8.274243,3.172927,0.64837724,0.24864402,-0.7916695,0.3331137,-5.560518,-0.0,5.267484,3.0007024,-10.452908,7.402909,-0.81905246,0.58007276,1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0,1.0621073,0.45770708,-16.355345,0.3021391,1.6978047,0.0,4.520079,1.9478939,0.3541227,0.15261164,1.5906,0.46923783,28.578485,0.5279423,1.6942675,-0.0,6.7551174,1.9928056,0.52956486,0.15623653,1,1,132.3315,0.00442,0.26997,http://www.gama-survey.org/dr3/data/spectra/gama/reduced_27/1d/G09_Y1_CS2_274.fit,http://www.gama-survey.org/dr3/data/spectra/gama/reduced_27/1d/png/G09_Y1_CS2_274.png,209226,0.04,True,True,4959.096695972667,6563.152662020989
G09_Y1_DS2_116,3903268,7.761241,0.024367977,-0.0003473433,1.3808011e-05,0.7377675,3.0046518,0.0,2,201,201,0,1416.1388,1418.2618,1425.4946,6474.437453324115,0.7664744,0.1354653,-131.54745,-0.0,10.824218,-0.0,20.796206,3.6754837,2.0402381,0.36064452,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0,2.414338,0.074731424,-121.020386,1.488501,57.963165,2.0332124,350.7843,16.410337,34.430264,1.6143143,0,0.7634009,0.10274782,-2.185918,0.031392258,9.798876,0.9113803,18.750761,3.0676653,1.850216,0.3027551,1.1170442,0.10164208,60.406242,0.86750203,9.843622,0.91554207,27.562288,3.5862923,2.7273252,0.35497242,0,0,5.8733115,0.045014415,0.00021813442,2.2983966e-05,0.9138226,9.998146,0.0,0,201,201,0,3450.8564,3454.7156,3460.7722,8568.641430480946,1.9594004,0.17861637,-1.8533219,0.7279951,8.817019,0.80671865,43.304688,5.5930743,5.6475353,0.73069817,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0,5.276706,0.17519389,-8.008888,0.8315219,64.28724,1.6871156,850.3106,35.985794,110.917725,4.7705255,0,1.7839273,0.19139533,-25.109764,0.0,13.399554,1.342173,59.918022,8.794692,7.8209014,1.1495092,1.2110472,0.18546262,21.083584,-0.0,13.434679,1.3456912,40.782917,7.462907,5.3141336,0.97329,1,1,133.54825,-0.93634,0.30557,http://www.gama-survey.org/dr3/data/spectra/gama/reduced_27/1d/G09_Y1_DS2_116.fit,http://www.gama-survey.org/dr3/data/spectra/gama/reduced_27/1d/png/G09_Y1_DS2_116.png,3903268,0.14,True,True,4959.088714756095,6563.1420992217545
G09_Y1_GS2_316,210349,10.723739,0.059397087,-5.975315e-05,2.2624283e-05,0.75340295,1.246548,0.0,1,201,201,0,261.7639,263.4481,270.68094,6460.74151093477,1.7769643,0.49102783,-127.765854,0.6403599,1.6942675,-0.0,7.5465875,2.0853455,0.5397494,0.14917873,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0,1.9161644,0.10522015,-118.59301,-0.0,73.25457,5.823779,351.84985,33.996147,25.166403,2.4356022,1,2.7023308,0.26355278,-0.8630843,0.002746693,5.576309,0.19993904,37.77246,3.9249365,2.703484,0.28131783,9.401005,0.30996802,61.596672,0.19602622,5.598795,0.20074527,131.93462,6.42662,9.446229,0.46310067,0,0,10.005444,0.06475648,-8.7615175e-05,2.9955854e-05,0.76969,2.1029642,0.0,0,201,201,201,535.2871,542.26404,548.3122,8550.515435715706,8.957955,0.44922197,0.09309558,0.25679445,6.1660194,0.28609297,138.45343,9.459125,10.62098,0.728873,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0,6.347828,0.30911562,5.063004,1.0988942,50.37267,1.9092534,801.512,49.46006,61.487923,3.8151386,0,2.6375656,0.34967503,-19.244268,0.21859273,6.727883,0.41673043,44.4807,6.508907,3.4116068,0.49971187,6.877155,0.35281467,26.851366,0.30500063,6.74399,0.41772813,116.25607,9.350199,8.920277,0.71975714,0,0,137.95625,0.13288,0.30281,http://www.gama-survey.org/dr3/data/spectra/gama/reduced_27/1d/G09_Y1_GS2_316.fit,http://www.gama-survey.org/dr3/data/spectra/gama/reduced_27/1d/png/G09_Y1_GS2_316.png,210349,0.04,True,True,4959.081915962243,6563.133101308484
G09_Y2_004_112,383215,7.060522,0.028160846,-0.000109326356,2.2015147e-05,0.82135,0.84521973,0.0,0,201,3,0,2.359976,3.9957187,11.257416,6538.09763185313,3.0765407,0.41012377,-128.98872,0.3542537,2.3131833,0.36477825,17.838678,3.683526,1.912437,0.39497507,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0,0.80491215,0.20371167,-137.11687,-0.0,11.048075,2.877792,22.290768,8.09562,2.3894334,0.8678535,1,1.9420217,0.2834475,-0.7880593,0.0022128278,3.3832738,0.17295481,16.469528,2.5469863,1.769159,0.2736886,7.579555,0.36783442,62.41954,0.17527069,3.3923247,0.1734175,64.45121,4.542989,6.93014,0.48927134,0,0,6.8337936,0.03918492,-0.00026431735,4.6350553e-05,1.3883419,1.3883419,0.0,0,201,0,0,-13.229386,-12.423025,-6.349221,8652.892957682814,17.519804,0.53377044,-0.0062163244,0.10762785,3.3672395,0.10362065,147.87447,6.4035063,16.411907,0.7168991,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0,0.0,-0.0,0.20723097,-0.0,26.809362,-0.0,0.0,-0.0,0.0,-0.0,3,2.829489,0.38809815,-18.940681,0.086394966,3.2050064,0.12459634,22.731434,3.2407007,2.521011,0.35969758,12.202467,0.45521742,27.706863,0.12638053,3.2093604,0.124765605,98.164856,5.2890706,10.906557,0.59096855,0,0,140.39075,2.054,0.31844,http://www.gama-survey.org/dr3/data/spectra/gama/reduced_27/1d/G09_Y2_004_112.fit,http://www.gama-survey.org/dr3/data/spectra/gama/reduced_27/1d/png/G09_Y2_004_112.png,383215,0.07,True,True,4958.9648613915915,6562.9781845839125
G09_Y2_018_370,574976,4.8291426,0.07825865,-0.00042461025,8.665851e-05,0.7279313,0.7915166,0.0,0,201,201,0,18.830006,19.011248,25.781538,5791.468543921076,11.839055,1.3343829,-113.82226,0.25287926,2.0434382,0.25918326,60.6413,10.289595,10.645454,1.8145024,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0,1.441133,0.2717969,-121.45858,-0.0,44.4365,9.252433,160.52173,45.096054,28.160536,7.9243674,1,2.6879656,0.60803306,0.14258677,0.0005353901,2.929715,0.2088707,19.73963,4.68174,3.499975,0.8320409,10.252363,0.68675476,56.132084,0.21076684,2.935451,0.20927964,75.43775,7.379728,13.441818,1.3331182,0,0,5.1469936,0.045116197,-9.144893e-06,7.196507e-05,0.67506576,0.67506576,0.0,1,201,0,0,-15.280125,-11.982017,-6.407413,7664.761250151661,79.217834,-0.0,-0.029383995,0.17107384,2.9174054,0.10494968,579.30817,20.839823,96.37103,3.5682504,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0,0.0,-0.0,2.9715834,-0.0,24.640364,-0.0,0.0,-0.0,0.0,-0.0,3,8.608908,0.4305106,-17.427502,0.04188163,2.9176817,0.05490753,62.961617,3.3641238,10.4736805,0.56710875,26.21929,0.5214422,23.893047,0.05741958,2.9208372,0.05496691,191.96329,5.2559834,31.935486,0.9181801,0,0,138.01092,-0.19125,0.16783,http://www.gama-survey.org/dr3/data/spectra/gama/reduced_27/1d/G09_Y2_018_370.fit,http://www.gama-survey.org/dr3/data/spectra/gama/reduced_27/1d/png/G09_Y2_018_370.png,574976,0.0,True,True,4959.170892956232,6563.250858559603
G09_Y4_203_291,3576875,20.207972,0.11212187,-0.0003244598,3.2372787e-05,0.7551655,0.80574083,0.0,0,201,201,0,34.98508,38.147774,45.114254,5962.863241003271,6.898893,2.0315518,-118.13509,0.57466954,1.7761846,0.6460901,30.715488,14.375073,1.261642,0.590499,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0,12.79763,0.82359827,-116.78009,0.8695266,16.022993,0.9933047,514.0,45.929573,21.113064,1.890227,0,5.031308,0.63614786,-4.016403,0.0,6.8312335,0.26512435,86.152916,11.394613,3.5452235,0.46930483,21.427237,0.7630813,53.63007,-0.0,6.86058,0.2662633,368.48254,19.409367,15.177237,0.8038739,1,1,19.343739,0.09587039,-9.3400464e-05,3.590119e-05,0.61883974,1.2430705,0.0,0,201,201,1,192.33469,199.13907,204.80283,7891.594811054965,22.920628,1.2642084,-1.4779853,0.18978311,3.9650004,0.2554914,227.80313,19.322031,9.79356,0.83209664,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0,30.793306,0.8313285,-0.6549543,0.4325621,21.479757,0.39784682,1657.966,54.281693,71.27844,2.3602383,0,5.328054,1.2104826,-18.60827,0.21659455,3.443316,0.29705974,45.987034,11.175723,1.9768803,0.48051932,16.988136,1.4431561,23.935133,0.2785976,3.4486103,0.2975165,146.85197,17.78025,6.3141365,0.7651309,0,0,129.99404,-1.45231,0.20247,http://www.gama-survey.org/dr3/data/spectra/gama/reduced_27/1d/G09_Y4_203_291.fit,http://www.gama-survey.org/dr3/data/spectra/gama/reduced_27/1d/png/G09_Y4_203_291.png,3576875,0.04,True,True,4958.845743347669,6562.820536940602
G09_Y4_227_161,3581626,7.113015,0.09739653,0.00048432755,6.403102e-05,1.2302507,1.6620028,0.0,0,201,201,0,222.0523,224.38358,231.59317,6453.481280646874,17.30351,1.3537214,-127.218414,0.19252832,2.2075949,0.19924329,95.75105,11.436641,10.434062,1.2546223,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0,4.4572673,0.30657464,-135.3423,-0.0,46.194405,3.7190228,516.11676,54.650787,56.273018,6.0095954,1,0.58410877,0.8532546,-0.3464071,0.0010853797,2.116727,0.19494694,3.0991924,4.536228,0.33480367,0.49006712,13.258003,1.0878795,62.043156,0.19439669,2.1153047,0.19481595,70.297676,8.671168,7.5620856,0.9384689,0,0,6.3692617,0.08814146,0.0030429468,0.000107843356,2.9377685,2.9417238,0.0,0,201,0,0,-13.886902,-10.889652,-4.858743,8540.906831031794,36.08683,1.1731611,-0.36706847,0.08707771,2.6334336,0.094376035,238.21057,11.526037,28.743078,1.446543,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0,0.57841945,0.46617058,-2.1489084,11.948087,14.422712,-0.0,20.911238,16.853176,2.525352,2.0356305,1,1.8870491,0.85996807,-19.582493,0.17533031,2.1509504,0.2413109,10.174276,4.775063,1.23903,0.581768,9.611132,0.9772969,26.461338,0.2369195,2.1503518,0.24124373,51.80527,7.8439684,6.1718316,0.9382955,0,0,132.41404,-1.71226,0.30134,http://www.gama-survey.org/dr3/data/spectra/gama/reduced_27/1d/G09_Y4_227_161.fit,http://www.gama-survey.org/dr3/data/spectra/gama/reduced_27/1d/png/G09_Y4_227_161.png,3581626,0.04,True,True,4959.104677214928,6563.163224854223
G09_Y6_086_024,623316,15.819006,0.11339041,-0.00019627648,3.643448e-05,0.91139114,1.0547267,0.0,0,201,201,0,57.17983,55.17042,61.94746,5796.705900082891,4.8822594,1.4626338,-114.628395,0.57732064,1.6891361,0.5964856,20.671663,9.572792,1.1162897,0.51700187,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0,2.1909478,0.26540428,-121.56842,-0.0,57.15172,9.269699,313.87103,63.539463,16.947882,3.4330442,1,-0.5360891,0.9851511,2.6640189,0.04019662,1.840506,0.8990548,-2.473228,4.70279,-0.13375108,0.25432658,2.4513385,1.0416423,58.70415,0.88577014,1.8359944,0.896851,11.281441,7.304059,0.6105198,0.39529938,0,0,21.906252,0.078735426,0.00022910362,2.8692843e-05,0.94384134,0.95923144,0.0,0,201,0,0,-9.155326,-6.8377323,-1.1448247,7671.692667331587,37.507202,1.0063683,-1.2156228,0.0754439,3.3273962,0.10700871,312.83054,13.102257,12.216435,0.5135406,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0,1.0224726,0.44902685,9.8868885,14.597162,12.992896,-0.0,33.300255,14.624068,1.300267,0.5710416,1,4.762551,0.7748674,-17.258776,0.1257879,3.544674,0.21871981,42.31612,7.3633304,1.6527765,0.28765717,14.600007,0.87201595,24.099142,0.17564285,3.5503561,0.21907042,129.93164,11.158006,5.072655,0.4360004,0,0,138.30642,0.69574,0.16887,http://www.gama-survey.org/dr3/data/spectra/gama/reduced_27/1d/G09_Y6_086_024.fit,http://www.gama-survey.org/dr3/data/spectra/gama/reduced_27/1d/png/G09_Y6_086_024.png,623316,0.04,True,True,4959.239179791501,6563.341233269385
