SPECID_x,CATAID_1,SURVEY_x,Z,BPT,WHAN,OIIIR_FLUX_ERR,OIIIR_FLUX,SN_OIII
G12_Y3_023_378,70129,GAMA,0.15633745,UNCX,NER,6.0626297,-33.754234,-5.56758958905242
G12_Y3_026_043,536055,GAMA,0.2622942,UNCX,NER,9.937767,-20.701565,-2.083120383080022
G12_Y4_207_254,130856,GAMA,0.31077525,NOEL,LLR,6.2485456,-19.319744,-3.0918785325020273
G12_Y4_211_216,170421,GAMA,0.25392506,SFGX,UNC,6.016568,-26.66746,-4.432337505368508
G12_Y5_020_217,172125,GAMA,0.17710511,UNCX,NER,29.3485,-59.786804,-2.0371332095337067
G12_Y6_040_236,176997,GAMA,0.14530079,NOEL,NER,23.465355,-65.15791,-2.7767706902367344
G12_Y6_041_375,179121,GAMA,0.20309979,NOEL,LLR,9.190404,-18.99085,-2.0663781483382015
G12_Y6_057_159,71072,GAMA,0.12191855,NOEL,LLR,7.95584,-20.601973,-2.5895408907167567
G12_Y6_060_120,928379,GAMA,0.27069384,NOEL,NER,3.8022652,-8.489775,-2.232820319845128
G12_Y6_070_132,6880,GAMA,0.104835965,UNCX,LLR,8.018225,-23.596485,-2.9428564301949627
G15_Y1_AN2_284,237786,GAMA,0.30867308,AGNX,LLR,4.8971195,-10.973979,-2.240904882962321
G15_Y1_AX2_139,484713,GAMA,0.26272267,UNCX,NER,3.505536,-11.861805,-3.383735040804031
G15_Y1_BN1_251,238078,GAMA,0.15352626,AGNX,NER,6.380546,-13.709658,-2.148665333656399
G15_Y1_BS1_238,77416,GAMA,0.22889815,NOEL,LLR,4.2497287,-14.450009,-3.4002191716379446
G15_Y1_CS1_356,77895,GAMA,0.2658566,NOEL,NER,5.749711,-14.636794,-2.5456573382557837
G15_Y1_CS2_258,592912,GAMA,0.2289524,NOEL,LLR,4.179387,-16.191086,-3.8740336800588215
G15_Y1_CS2_354,593058,GAMA,0.3063194,AGNX,LLR,3.6785643,-10.369411,-2.818874472304317
G15_Y1_CX2_325,544561,GAMA,0.17620312,NOEL,NER,7.8299,-18.001093,-2.299019527707889
G15_Y1_DN2_047,15749,GAMA,0.12566572,NOEL,NER,10.502231,-21.171572,-2.015911857204436
G15_Y1_DN2_240,238888,GAMA,0.14932479,NOEL,NER,5.3810625,-16.817331,-3.1252807414892505
G15_Y1_DS1_191,63447,GAMA,0.14500783,UNCX,LLR,7.372284,-25.24107,-3.423778845199127
G15_Y1_DS2_005,63661,GAMA,0.16022353,NOEL,NER,15.670534,-74.99616,-4.785807554484104
G15_Y1_DS2_061,48262,GAMA,0.1760529,UNCXY,UNC,26.586946,-106.38449,-4.001380602345226
G15_Y1_EN2_280,320168,GAMA,0.2723995,NOEL,NER,3.3700264,-9.11839,-2.7057325129559815
G15_Y1_FN2_214,298143,GAMA,0.118143484,UNCX,LLR,4.3175826,-9.391523,-2.1751808523593734
G15_Y1_FS1_227,593904,GAMA,0.30192626,NOEL,LLR,4.4684577,-11.721584,-2.6231833860707687
G15_Y1_FS2_124,545168,GAMA,0.19866884,AGNX,LLR,5.230366,-17.911316,-3.424486164065765
G15_Y1_FS2_173,48736,GAMA,0.19853885,AGNX,LLR,4.9944115,-15.830826,-3.1697079826121657
G15_Y1_FS2_228,64262,GAMA,0.22178786,UNCX,NER,2.5698342,-9.385602,-3.6522208319898617
G15_Y1_FS2_373,64395,GAMA,0.2158281,NOEL,NER,3.211387,-12.658778,-3.941841328995851
G15_Y1_FS2_375,64381,GAMA,0.28625512,NOEL,LLR,2.476198,-6.3682966,-2.571804274133167
G15_Y1_GN2_066,16795,GAMA,0.3075353,NOEL,NER,2.7851686,-6.320536,-2.2693548965042907
G15_Y1_HN2_318,321169,GAMA,0.30798262,NOEL,LLR,3.8931334,-8.662054,-2.2249568946186122
G15_Y1_IN1_171,298993,GAMA,0.18496524,UNCX,NER,6.893401,-18.475563,-2.6801810891314752
G15_Y2_013_143,617965,GAMA,0.1913719,UNCX,NER,7.791942,-27.960644,-3.5884050471628255
G15_Y2_018_070,738643,GAMA,0.2144574,NOEL,NER,7.6809754,-15.460143,-2.0127838190967258
G15_Y2_020_355,93320,GAMA,0.30307803,NOEL,LLR,4.696899,-10.47404,-2.2299904681791114
G15_Y3_001_287,251300,GAMA,0.22255924,AGNX,LLR,3.2188518,-14.474673,-4.4968435639068565
G15_Y3_002_322,238268,GAMA,0.22965153,NOEL,LLR,4.202108,-15.609432,-3.7146670195054483
G15_Y3_042_036,65104,GAMA,0.17550954,UNCX,NER,14.292366,-33.23855,-2.325615646842517
G15_Y3_051_301,619488,GAMA,0.2378187,NOEL,NER,4.4861193,-14.121537,-3.147829127058658
G15_Y4_215_276,261268,GAMA,0.23009507,NOEL,NER,6.2567453,-15.108501,-2.4147540415301867
G15_Y4_227_094,250580,GAMA,0.31333682,NOEL,LLR,3.6559296,-7.3838077,-2.019679946791098
G15_Y5_012_294,228426,GAMA,0.19311339,UNCX,UNC,21.791264,-176.3392,-8.092196946446062
G15_Y5_064_249,14671,GAMA,0.24395595,UNCXY,UNC,10.834605,-27.313656,-2.520964631382501
G15_Y6_082_226,47153,GAMA,0.14886275,UNCX,ELR,8.058954,-29.679073,-3.682745055996101
G15_Y6_084_063,841663,GAMA,0.2935813,UNCX,NER,2.2391543,-5.1394134,-2.295247540555825
G15_Y6_084_154,342894,GAMA,0.21776356,NOEL,LLR,3.440977,-13.682973,-3.9764790639402703
G15_Y6_092_047,3289106,GAMA,0.3164837,NOEL,LLR,3.4168723,-7.185766,-2.103024453094135
G15_Y6_097_332,620049,GAMA,0.14348964,UNCX,ELR,19.49893,-122.064125,-6.2600422177011765
G15_Y6_099_206,297631,GAMA,0.2657495,NOEL,NER,4.5973597,-11.923993,-2.5936610963897384
