SPECID,CATAID_1_x,Z_x_x,BPT_x,WHAN_x,mass_stellar_percentile50_x,CATAID_x_x,HB_REDCHI_EMB_x,HB_REDCHI_EMABS_x,HB_FITFAIL_x_x,HB_MODSEL_EM_LINE_x_x,HB_MODSEL_EMB_EM_x,HB_MODSEL_NABS_N_x,HB_CEN_x_x,SIG_HB_N_x,SIG_HB_N_ERR_x,HB_N_FLUX_x,HB_N_FLUX_ERR_x,SIG_HB_B_x,SIG_HB_B_ERR_x,HB_B_FLUX_x,HB_B_FLUX_ERR_x,HA_REDCHI_EMB_x,HA_REDCHI_EMABS_x,HA_FITFAIL_x_x,HA_MODSEL_EM_LINE_x_x,HA_MODSEL_EMB_EM_x,HA_MODSEL_NABS_N_x,HA_CEN_x_x,SIG_HA_N_x,SIG_HA_N_ERR_x,HA_N_FLUX_x,HA_N_FLUX_ERR_x,SIG_HA_B_x,SIG_HA_B_ERR_x,HA_B_FLUX_x,HA_B_FLUX_ERR_x,CATAID_y_x,Z_y_x,HB_REDCHI_ABS_x,HB_REDCHI_EM_x,HB_FITFAIL_y_x,HB_MODSEL_EM_LINE_y_x,HB_MODSEL_ABS_LINE_x,HB_MODSEL_EM_ABS_x,HB_CEN_y_x,SIG_HB_x,SIG_HB_ERR_x,HA_REDCHI_ABS_x,HA_REDCHI_EM_x,HA_FITFAIL_y_x,HA_MODSEL_EM_LINE_y_x,HA_MODSEL_ABS_LINE_x,HA_MODSEL_EM_ABS_x,HA_CEN_y_x,SIG_HA_x,SIG_HA_ERR_x,VEL_B_HB,VEL_B_HB_ERR,BLR_HB,CATAID_1_y,Z_x_y,BPT_y,WHAN_y,mass_stellar_percentile50_y,CATAID_x_y,HB_REDCHI_EMB_y,HB_REDCHI_EMABS_y,HB_FITFAIL_x_y,HB_MODSEL_EM_LINE_x_y,HB_MODSEL_EMB_EM_y,HB_MODSEL_NABS_N_y,HB_CEN_x_y,SIG_HB_N_y,SIG_HB_N_ERR_y,HB_N_FLUX_y,HB_N_FLUX_ERR_y,SIG_HB_B_y,SIG_HB_B_ERR_y,HB_B_FLUX_y,HB_B_FLUX_ERR_y,HA_REDCHI_EMB_y,HA_REDCHI_EMABS_y,HA_FITFAIL_x_y,HA_MODSEL_EM_LINE_x_y,HA_MODSEL_EMB_EM_y,HA_MODSEL_NABS_N_y,HA_CEN_x_y,SIG_HA_N_y,SIG_HA_N_ERR_y,HA_N_FLUX_y,HA_N_FLUX_ERR_y,SIG_HA_B_y,SIG_HA_B_ERR_y,HA_B_FLUX_y,HA_B_FLUX_ERR_y,CATAID_y_y,Z_y_y,HB_REDCHI_ABS_y,HB_REDCHI_EM_y,HB_FITFAIL_y_y,HB_MODSEL_EM_LINE_y_y,HB_MODSEL_ABS_LINE_y,HB_MODSEL_EM_ABS_y,HB_CEN_y_y,SIG_HB_y,SIG_HB_ERR_y,HA_REDCHI_ABS_y,HA_REDCHI_EM_y,HA_FITFAIL_y_y,HA_MODSEL_EM_LINE_y_y,HA_MODSEL_ABS_LINE_y,HA_MODSEL_EM_ABS_y,HA_CEN_y_y,SIG_HA_y,SIG_HA_ERR_y,VEL_B_HA,VEL_B_HA_ERR,BLR_HA
346920960336619520,107713,0.2963834,AGNXY,sAGN,10.97,107713,1.5077317,3.0076485,0.0,201,201,0,6428.545087954553,1.003665,-0.0,7.293036,3.8416586,39.116158,1.3955646,425.94724,19.95885,1.0361865,3.0178907,0.0,201,201,0,8507.904845089037,4.0136914,0.6331561,63.44563,13.8247595,39.39647,0.94701546,1375.1549,55.01694,107713,0.2963834,9.707936,3.4336627,0.0,201,0,201,6428.545087954553,10.595675,-0.0,28.795742,2.972165,0.0,201,0,201,8507.904845089037,7.178469,0.5201807,3.2610642003460004,1.8134579532296613,True,107713,0.2963834,AGNXY,sAGN,10.97,107713,1.5077317,3.0076485,0.0,201,201,0,6428.545087954553,1.003665,-0.0,7.293036,3.8416586,39.116158,1.3955646,425.94724,19.95885,1.0361865,3.0178907,0.0,201,201,0,8507.904845089037,4.0136914,0.6331561,63.44563,13.8247595,39.39647,0.94701546,1375.1549,55.01694,107713,0.2963834,9.707936,3.4336627,0.0,201,0,201,6428.545087954553,10.595675,-0.0,28.795742,2.972165,0.0,201,0,201,8507.904845089037,7.178469,0.5201807,3.142455388889621,1.52335514785334,True
346927282528479232,619960,0.08045285,SFGXY,SFG,10.31,619960,2.5577142,3.798077,0.0,201,201,0,5357.782085715991,5.1733103,0.1867118,926.7202,44.132393,20.508274,0.78524184,1531.8867,103.471016,2.9722114,10.113316,0.0,201,201,200,7090.795746522199,6.683551,0.10667897,3974.991,86.44331,24.666128,0.37126037,5054.12,173.27257,619960,0.08045285,43.75316,3.7681708,0.0,201,0,201,5357.782085715991,8.83082,-0.0,220.81297,10.25934,0.0,201,0,201,7090.795746522199,7.258565,0.07022826,3.0597647683118208,1.6428390891648148,True,619960,0.08045285,SFGXY,SFG,10.31,619960,2.5577142,3.798077,0.0,201,201,0,5357.782085715991,5.1733103,0.1867118,926.7202,44.132393,20.508274,0.78524184,1531.8867,103.471016,2.9722114,10.113316,0.0,201,201,200,7090.795746522199,6.683551,0.10667897,3974.991,86.44331,24.666128,0.37126037,5054.12,173.27257,619960,0.08045285,43.75316,3.7681708,0.0,201,0,201,5357.782085715991,8.83082,-0.0,220.81297,10.25934,0.0,201,0,201,7090.795746522199,7.258565,0.07022826,3.018226708271308,1.1958043205719413,True
372819143939876864,185507,0.15037559,UNCXY,UNC,11.03,185507,4.3498063,4.50219,0.0,201,201,0,5704.517109575027,3.2732887,0.30261755,403.29822,46.98003,14.628923,0.7061572,1280.7697,129.07085,2.5159378,7.881663,0.0,201,201,0,7549.684740702215,3.9196281,0.09120062,2391.1597,75.069405,21.589445,0.2972905,6019.3184,164.15497,185507,0.15037559,14.933522,4.5082912,0.0,201,0,201,5704.517109575027,6.5033307,0.23740117,121.12077,8.6191225,0.0,201,0,201,7549.684740702215,5.617481,0.063085765,2.885814169865621,1.56950320742974,True,185507,0.15037559,UNCXY,UNC,11.03,185507,4.3498063,4.50219,0.0,201,201,0,5704.517109575027,3.2732887,0.30261755,403.29822,46.98003,14.628923,0.7061572,1280.7697,129.07085,2.5159378,7.881663,0.0,201,201,0,7549.684740702215,3.9196281,0.09120062,2391.1597,75.069405,21.589445,0.2972905,6019.3184,164.15497,185507,0.15037559,14.933522,4.5082912,0.0,201,0,201,5704.517109575027,6.5033307,0.23740117,121.12077,8.6191225,0.0,201,0,201,7549.684740702215,5.617481,0.063085765,2.9331333642306263,1.0720729175905126,True
372842508561967104,144673,0.08336702,AGNXY,sAGN,10.27,144673,2.0842102,5.926351,0.0,201,201,0,5372.23295492219,2.877856,0.25107667,268.08884,30.858065,25.842083,0.53906775,3014.3804,91.599815,1.2435876,12.501485,0.0,201,201,0,7109.920854684781,3.7129934,0.20304869,906.79663,64.36112,27.935642,0.21718706,11949.01,198.64107,144673,0.08336702,43.109802,6.679159,0.0,201,0,201,5372.23295492219,8.854638,-0.0,210.01791,12.312068,0.0,201,0,201,7109.920854684781,5.277489,0.113326475,3.1589933833317536,1.478309217028964,True,144673,0.08336702,AGNXY,sAGN,10.27,144673,2.0842102,5.926351,0.0,201,201,0,5372.23295492219,2.877856,0.25107667,268.08884,30.858065,25.842083,0.53906775,3014.3804,91.599815,1.2435876,12.501485,0.0,201,201,0,7109.920854684781,3.7129934,0.20304869,906.79663,64.36112,27.935642,0.21718706,11949.01,198.64107,144673,0.08336702,43.109802,6.679159,0.0,201,0,201,5372.23295492219,8.854638,-0.0,210.01791,12.312068,0.0,201,0,201,7109.920854684781,5.277489,0.113326475,3.0711145930990273,0.9617898830279241,True
4304504827582873600,217012,0.18190922,SFGX,SFG,10.25,217012,9.211693,9.290804,0.0,200,110,0,5860.887001296484,0.91503865,-0.0,0.0,-0.0,38.773823,7.843512,55.339268,14.136258,33.3741,49.305298,0.0,201,201,0,7756.633613456617,9.672538,0.15888979,889.9303,16.93387,60.539555,1.4167699,1149.8258,34.776917,217012,0.18190922,9.376718,9.190203,0.0,200,1,200,5860.887001296484,9.6600485,-0.0,192.87904,48.868996,0.0,201,0,201,7756.633613456617,10.681552,0.24634878,3.2973959781686064,2.6033679200472957,True,217012,0.18190922,SFGX,SFG,10.25,217012,9.211693,9.290804,0.0,200,110,0,5860.887001296484,0.91503865,-0.0,0.0,-0.0,38.773823,7.843512,55.339268,14.136258,33.3741,49.305298,0.0,201,201,0,7756.633613456617,9.672538,0.15888979,889.9303,16.93387,60.539555,1.4167699,1149.8258,34.776917,217012,0.18190922,9.376718,9.190203,0.0,200,1,200,5860.887001296484,9.6600485,-0.0,192.87904,48.868996,0.0,201,0,201,7756.633613456617,10.681552,0.24634878,3.3691866493305547,1.7384467464805493,True
528174356874946560,376679,0.10689813,AGNXY,sAGN,11.06,376679,3.4399002,5.9202185,0.0,201,201,0,5488.919734429964,1.857404,0.088702664,558.3067,36.27327,26.776766,0.9088615,2653.2302,124.35715,0.95957345,16.714,0.0,201,201,0,7264.350823386751,2.4411328,0.04162057,2826.2488,70.82053,27.266815,0.29674163,9084.776,174.35022,376679,0.10689813,34.056747,5.912174,0.0,201,0,201,5488.919734429964,9.046964,-0.0,151.41643,16.460772,0.0,201,0,201,7264.350823386751,2.9797564,0.036553264,3.165091946216772,1.6958315296737556,True,376679,0.10689813,AGNXY,sAGN,11.06,376679,3.4399002,5.9202185,0.0,201,201,0,5488.919734429964,1.857404,0.088702664,558.3067,36.27327,26.776766,0.9088615,2653.2302,124.35715,0.95957345,16.714,0.0,201,201,0,7264.350823386751,2.4411328,0.04162057,2826.2488,70.82053,27.266815,0.29674163,9084.776,174.35022,376679,0.10689813,34.056747,5.912174,0.0,201,0,201,5488.919734429964,9.046964,-0.0,151.41643,16.460772,0.0,201,0,201,7264.350823386751,2.9797564,0.036553264,3.051258304710474,1.088002371095488,True
528184252479596544,719471,0.28214732,UNCXY,sAGN,10.6,719471,1.6724461,12.688373,0.0,201,201,0,6357.950754506495,10.479321,-0.0,218.68033,13.151371,47.790985,0.82182705,1798.31,44.359314,1.4360814,23.72609,0.0,201,201,0,8414.47626002646,11.146048,0.43500847,891.55707,42.10154,64.60436,1.2536706,3978.2412,116.227036,719471,0.28214732,31.8413,14.454943,0.0,201,0,201,6357.950754506495,10.479321,-0.0,155.00294,23.413744,0.0,201,0,201,8414.47626002646,8.434233,0.24102621,3.352849524838027,1.5882839748959556,True,719471,0.28214732,UNCXY,sAGN,10.6,719471,1.6724461,12.688373,0.0,201,201,0,6357.950754506495,10.479321,-0.0,218.68033,13.151371,47.790985,0.82182705,1798.31,44.359314,1.4360814,23.72609,0.0,201,201,0,8414.47626002646,11.146048,0.43500847,891.55707,42.10154,64.60436,1.2536706,3978.2412,116.227036,719471,0.28214732,31.8413,14.454943,0.0,201,0,201,6357.950754506495,10.479321,-0.0,155.00294,23.413744,0.0,201,0,201,8414.47626002646,8.434233,0.24102621,3.3620554419711084,1.6499770547326724,True
529278266817669120,600408,0.19631727,AGNXY,sAGN,10.92,600408,2.739447,4.9629197,0.0,201,201,0,5932.334043707728,2.218632,0.20560248,135.51051,17.007017,37.885197,1.263611,1476.8057,67.15011,1.9559264,15.984638,0.0,201,201,0,7851.190722410691,2.6678803,0.076088645,635.57574,26.931944,38.71199,0.38822073,4841.5723,78.25109,600408,0.19631727,35.036087,4.9629145,0.0,201,0,201,5932.334043707728,9.777809,-0.0,129.98904,15.741218,0.0,201,0,201,7851.190722410691,3.035951,0.06711762,3.2820646550896058,1.8052085030761895,True,600408,0.19631727,AGNXY,sAGN,10.92,600408,2.739447,4.9629197,0.0,201,201,0,5932.334043707728,2.218632,0.20560248,135.51051,17.007017,37.885197,1.263611,1476.8057,67.15011,1.9559264,15.984638,0.0,201,201,0,7851.190722410691,2.6678803,0.076088645,635.57574,26.931944,38.71199,0.38822073,4841.5723,78.25109,600408,0.19631727,35.036087,4.9629145,0.0,201,0,201,5932.334043707728,9.777809,-0.0,129.98904,15.741218,0.0,201,0,201,7851.190722410691,3.035951,0.06711762,3.1697306724021126,1.1709638973803025,True
530346167402260480,377246,0.16429628,AGNXY,sAGN,11.07,377246,1.3930664,3.258171,0.0,201,201,0,5773.547411574823,2.5693784,-0.0,0.0,-0.0,34.975037,1.055799,2004.1105,78.89178,2.201849,21.246662,0.0,201,201,200,7641.043396946609,2.689409,0.38695678,153.98929,28.776812,39.38311,0.5580104,7818.3223,246.98766,377246,0.16429628,8.116581,3.9912128,0.0,201,0,201,5773.547411574823,9.516093,-0.0,133.48135,22.109081,0.0,201,0,201,7641.043396946609,9.456401,0.57930255,3.259136148999745,1.7389592127197673,True,377246,0.16429628,AGNXY,sAGN,11.07,377246,1.3930664,3.258171,0.0,201,201,0,5773.547411574823,2.5693784,-0.0,0.0,-0.0,34.975037,1.055799,2004.1105,78.89178,2.201849,21.246662,0.0,201,201,200,7641.043396946609,2.689409,0.38695678,153.98929,28.776812,39.38311,0.5580104,7818.3223,246.98766,377246,0.16429628,8.116581,3.9912128,0.0,201,0,201,5773.547411574823,9.516093,-0.0,133.48135,22.109081,0.0,201,0,201,7641.043396946609,9.456401,0.57930255,3.188978045145608,1.3403103299221495,True
531566625829185536,747874,0.30772892,SFGXY,SFG,10.31,747874,1.2720499,1.4238236,0.0,201,201,0,6484.80543052341,10.688405,-0.0,177.5777,7.799331,50.057648,6.764602,149.2188,27.460516,1.1190778,1.2218938,0.0,201,201,0,8582.363005462652,9.634036,0.6072265,349.48132,38.16859,29.38658,1.9389641,594.73474,94.31671,747874,0.30772892,7.2652073,1.4816879,0.0,201,0,201,6484.80543052341,10.688405,-0.0,24.104103,1.9488298,0.0,201,0,201,8582.363005462652,14.429362,-0.0,3.3643941929081795,2.495166002513567,True,747874,0.30772892,SFGXY,SFG,10.31,747874,1.2720499,1.4238236,0.0,201,201,0,6484.80543052341,10.688405,-0.0,177.5777,7.799331,50.057648,6.764602,149.2188,27.460516,1.1190778,1.2218938,0.0,201,201,0,8582.363005462652,9.634036,0.6072265,349.48132,38.16859,29.38658,1.9389641,594.73474,94.31671,747874,0.30772892,7.2652073,1.4816879,0.0,201,0,201,6484.80543052341,10.688405,-0.0,24.104103,1.9488298,0.0,201,0,201,8582.363005462652,14.429362,-0.0,3.0113628691001333,1.8307835913009722,True
598996376063338496,318826,0.20117915,AGNXY,sAGN,10.66,318826,1.3345879,1.500354,0.0,201,201,0,5956.443258834358,1.1616892,0.20972991,65.86348,15.50353,16.926662,1.8413115,365.89374,55.89428,1.7100351,5.17464,0.0,201,201,0,7883.098238867485,1.9584563,0.1555925,704.95325,124.47092,21.923222,0.9457976,2277.9163,239.13383,318826,0.20117915,7.5518494,1.4726574,0.0,201,0,201,5956.443258834358,9.817547,-0.0,58.077633,5.3732953,0.0,201,0,201,7883.098238867485,2.9389231,0.05586112,2.9304050159676773,1.9669609594590838,True,318826,0.20117915,AGNXY,sAGN,10.66,318826,1.3345879,1.500354,0.0,201,201,0,5956.443258834358,1.1616892,0.20972991,65.86348,15.50353,16.926662,1.8413115,365.89374,55.89428,1.7100351,5.17464,0.0,201,201,0,7883.098238867485,1.9584563,0.1555925,704.95325,124.47092,21.923222,0.9457976,2277.9163,239.13383,318826,0.20117915,7.5518494,1.4726574,0.0,201,0,201,5956.443258834358,9.817547,-0.0,58.077633,5.3732953,0.0,201,0,201,7883.098238867485,2.9389231,0.05586112,2.921028145825113,1.5559219718110047,True
600121726231144448,238492,0.25236303,UNCXY,sAGN,10.71,238492,1.4785585,2.7897584,0.0,201,201,0,6210.255461422268,10.235886,-0.0,163.55867,13.20723,33.946922,1.3522072,535.38934,34.050426,1.8162954,3.7930605,0.0,201,201,0,8219.007848055197,5.9635234,0.48085222,230.24762,24.559378,30.87399,0.5944664,1901.1981,79.52232,238492,0.25236303,10.06245,3.3145204,0.0,201,0,201,6210.255461422268,10.235886,-0.0,85.24889,4.2986994,0.0,201,0,201,8219.007848055197,9.281907,0.33173785,3.2145116400052074,1.8147544815638006,True,238492,0.25236303,UNCXY,sAGN,10.71,238492,1.4785585,2.7897584,0.0,201,201,0,6210.255461422268,10.235886,-0.0,163.55867,13.20723,33.946922,1.3522072,535.38934,34.050426,1.8162954,3.7930605,0.0,201,201,0,8219.007848055197,5.9635234,0.48085222,230.24762,24.559378,30.87399,0.5944664,1901.1981,79.52232,238492,0.25236303,10.06245,3.3145204,0.0,201,0,201,6210.255461422268,10.235886,-0.0,85.24889,4.2986994,0.0,201,0,201,8219.007848055197,9.281907,0.33173785,3.0515940669421355,1.3361286205567362,True
600138493783468032,717517,0.26541358,UNCXY,sAGN,10.62,717517,1.3339237,1.5302582,0.0,201,201,0,6274.970934245739,4.6518726,1.3097194,81.01749,29.45856,23.049635,2.0974572,581.70795,82.13341,0.7875863,1.0532582,0.0,201,201,0,8304.656012181587,9.046711,0.69554895,843.02295,116.689964,32.68953,2.7050457,1754.724,336.64465,717517,0.26541358,5.9372926,1.518303,0.0,201,0,201,6274.970934245739,10.342551,-0.0,17.8937,6.3231826,0.0,201,0,201,8304.656012181587,10.908305,1.6211768,3.0418730369852462,2.0009020919536895,True,717517,0.26541358,UNCXY,sAGN,10.62,717517,1.3339237,1.5302582,0.0,201,201,0,6274.970934245739,4.6518726,1.3097194,81.01749,29.45856,23.049635,2.0974572,581.70795,82.13341,0.7875863,1.0532582,0.0,201,201,0,8304.656012181587,9.046711,0.69554895,843.02295,116.689964,32.68953,2.7050457,1754.724,336.64465,717517,0.26541358,5.9372926,1.518303,0.0,201,0,201,6274.970934245739,10.342551,-0.0,17.8937,6.3231826,0.0,201,0,201,8304.656012181587,10.908305,1.6211768,3.0719077311871827,1.989673661343646,True
603490630361966592,240161,0.2956451,SFGXY,sAGN,11.15,240161,3.1864715,7.3662577,0.0,201,201,0,6424.883875312137,10.589642,-0.0,869.7722,24.394772,44.630634,1.2168285,1868.0786,73.23578,1.3415035,5.2954144,0.0,201,201,0,8503.059386536108,10.097969,0.26617068,2487.5164,101.390465,40.21095,1.0485716,5077.2417,292.02704,240161,0.2956451,30.04962,8.362523,0.0,201,0,201,6424.883875312137,10.589642,-0.0,137.76389,5.5356884,0.0,201,0,201,8503.059386536108,10.391828,0.22896492,3.3185884766325064,1.754184793393057,True,240161,0.2956451,SFGXY,sAGN,11.15,240161,3.1864715,7.3662577,0.0,201,201,0,6424.883875312137,10.589642,-0.0,869.7722,24.394772,44.630634,1.2168285,1868.0786,73.23578,1.3415035,5.2954144,0.0,201,201,0,8503.059386536108,10.097969,0.26617068,2487.5164,101.390465,40.21095,1.0485716,5077.2417,292.02704,240161,0.2956451,30.04962,8.362523,0.0,201,0,201,6424.883875312137,10.589642,-0.0,137.76389,5.5356884,0.0,201,0,201,8503.059386536108,10.391828,0.22896492,3.151589824275764,1.5678435815720297,True
603502175234058240,321011,0.28006503,UNCXY,sAGN,10.98,321011,1.1259332,1.598638,0.0,201,201,0,6347.624998789828,4.31956,0.9970566,59.100174,17.79536,49.202095,3.4883897,734.2102,69.15392,1.3767518,2.4697142,0.0,201,201,0,8400.810563373629,7.7048154,0.5500384,472.1542,46.864105,52.2451,3.3579295,2006.6605,237.44963,321011,0.28006503,2.9433823,1.6699623,0.0,201,0,201,6347.624998789828,10.462301,-0.0,17.272203,2.4645553,0.0,201,0,201,8400.810563373629,7.363174,0.46915236,3.366193036275709,2.216834436577664,True,321011,0.28006503,UNCXY,sAGN,10.98,321011,1.1259332,1.598638,0.0,201,201,0,6347.624998789828,4.31956,0.9970566,59.100174,17.79536,49.202095,3.4883897,734.2102,69.15392,1.3767518,2.4697142,0.0,201,201,0,8400.810563373629,7.7048154,0.5500384,472.1542,46.864105,52.2451,3.3579295,2006.6605,237.44963,321011,0.28006503,2.9433823,1.6699623,0.0,201,0,201,6347.624998789828,10.462301,-0.0,17.272203,2.4645553,0.0,201,0,201,8400.810563373629,7.363174,0.46915236,3.2705450761422856,2.0785710852141643,True
604760566342379520,262966,0.21121311,AGNXY,sAGN,11.1,262966,2.3517926,8.160739,0.0,201,201,0,6006.199973390578,0.93772584,-0.0,23.11288,7.9583573,39.060905,0.74275786,2669.3823,68.7044,1.6497363,25.691322,0.0,201,201,0,7948.94912535217,2.6775756,0.3397033,155.68993,26.031723,42.94879,0.36829948,8299.755,120.11874,262966,0.21121311,27.031599,9.045744,0.0,201,0,201,6006.199973390578,9.899557,-0.0,143.6563,25.37298,0.0,201,0,201,7948.94912535217,4.796946,0.20744123,3.2899632164229256,1.5690681714930457,True,262966,0.21121311,AGNXY,sAGN,11.1,262966,2.3517926,8.160739,0.0,201,201,0,6006.199973390578,0.93772584,-0.0,23.11288,7.9583573,39.060905,0.74275786,2669.3823,68.7044,1.6497363,25.691322,0.0,201,201,0,7948.94912535217,2.6775756,0.3397033,155.68993,26.031723,42.94879,0.36829948,8299.755,120.11874,262966,0.21121311,27.031599,9.045744,0.0,201,0,201,6006.199973390578,9.899557,-0.0,143.6563,25.37298,0.0,201,0,201,7948.94912535217,4.796946,0.20744123,3.2094619184183903,1.1427120911723956,True
604768262923773952,263031,0.29992333,UNCXY,sAGN,10.86,263031,1.1784235,1.4953089,0.0,201,201,0,6446.0989171241,2.0248642,0.2793469,35.7134,6.546924,18.028507,0.9038242,280.12918,20.241465,1.3000269,2.6492481,0.0,201,201,10,8531.13658822813,2.973426,0.15590534,211.57346,14.575639,21.703444,0.6992392,821.095,39.970474,263031,0.29992333,5.783076,1.4836268,0.0,201,0,201,6446.0989171241,10.624608,-0.0,25.657701,2.6100738,0.0,201,0,201,8531.13658822813,6.4502172,0.17105496,2.9234835001908093,1.6236077027717277,True,263031,0.29992333,UNCXY,sAGN,10.86,263031,1.1784235,1.4953089,0.0,201,201,0,6446.0989171241,2.0248642,0.2793469,35.7134,6.546924,18.028507,0.9038242,280.12918,20.241465,1.3000269,2.6492481,0.0,201,201,10,8531.13658822813,2.973426,0.15590534,211.57346,14.575639,21.703444,0.6992392,821.095,39.970474,263031,0.29992333,5.783076,1.4836268,0.0,201,0,201,6446.0989171241,10.624608,-0.0,25.657701,2.6100738,0.0,201,0,201,8531.13658822813,6.4502172,0.17105496,2.8823424627371637,1.390439574882072,True
G09_Y1_BN2_306,381008,0.25813785,SFGXY,UNC,10.69,381008,0.65435237,0.72141355,0.0,201,201,0,6238.89189596312,4.4777327,0.4759976,49.66132,6.960122,64.43574,13.454381,152.09955,39.391907,0.68275595,0.9359806,0.0,201,201,0,8256.906946038145,4.6458836,0.17254628,214.27377,10.310431,19.816591,0.9002194,348.36142,30.43047,381008,0.25813785,1.4182786,0.7256539,0.0,201,0,201,6238.89189596312,5.945157,0.49954364,31.3767,0.9281561,0.0,201,0,201,8256.906946038145,6.1627073,0.10527052,3.4908400629000758,2.810576964279349,True,381008,0.25813785,SFGXY,UNC,10.69,381008,0.65435237,0.72141355,0.0,201,201,0,6238.89189596312,4.4777327,0.4759976,49.66132,6.960122,64.43574,13.454381,152.09955,39.391907,0.68275595,0.9359806,0.0,201,201,0,8256.906946038145,4.6458836,0.17254628,214.27377,10.310431,19.816591,0.9002194,348.36142,30.43047,381008,0.25813785,1.4182786,0.7256539,0.0,201,0,201,6238.89189596312,5.945157,0.49954364,31.3767,0.9281561,0.0,201,0,201,8256.906946038145,6.1627073,0.10527052,2.857032258680869,1.5143516806112731,True
G09_Y1_DS2_116,3903268,0.3056381,UNCXY,sAGN,10.6,3903268,0.7377675,3.0046518,0.0,201,201,0,6474.437453324115,10.824218,-0.0,20.796206,3.6754837,57.963165,2.0332124,350.7843,16.410337,0.9138226,9.998146,0.0,201,201,0,8568.641430480946,8.817019,0.80671865,43.304688,5.5930743,64.28724,1.6871156,850.3106,35.985794,3903268,0.3056381,5.283182,3.3274848,0.0,201,0,201,6474.437453324115,10.824218,-0.0,50.14337,9.93565,0.0,201,0,201,8568.641430480946,7.1786532,0.34132788,3.428770754737236,1.973801412910211,True,3903268,0.3056381,UNCXY,sAGN,10.6,3903268,0.7377675,3.0046518,0.0,201,201,0,6474.437453324115,10.824218,-0.0,20.796206,3.6754837,57.963165,2.0332124,350.7843,16.410337,0.9138226,9.998146,0.0,201,201,0,8568.641430480946,8.817019,0.80671865,43.304688,5.5930743,64.28724,1.6871156,850.3106,35.985794,3903268,0.3056381,5.283182,3.3274848,0.0,201,0,201,6474.437453324115,10.824218,-0.0,50.14337,9.93565,0.0,201,0,201,8568.641430480946,7.1786532,0.34132788,3.3520335144099564,1.7710535746831921,True
G09_Y1_GS2_316,210349,0.30287617,AGNXY,sAGN,11.23,210349,0.75340295,1.246548,0.0,201,201,0,6460.74151093477,1.6942675,-0.0,7.5465875,2.0853455,73.25457,5.823779,351.84985,33.996147,0.76969,2.1029642,0.0,201,201,201,8550.515435715706,6.1660194,0.28609297,138.45343,9.459125,50.37267,1.9092534,801.512,49.46006,210349,0.30287617,3.787435,1.2509816,0.0,201,0,201,6460.74151093477,10.802319,-0.0,25.184269,2.2118704,0.0,201,0,201,8550.515435715706,5.8089414,0.22917715,3.5313730607261524,2.4317432233804297,True,210349,0.30287617,AGNXY,sAGN,11.23,210349,0.75340295,1.246548,0.0,201,201,0,6460.74151093477,1.6942675,-0.0,7.5465875,2.0853455,73.25457,5.823779,351.84985,33.996147,0.76969,2.1029642,0.0,201,201,201,8550.515435715706,6.1660194,0.28609297,138.45343,9.459125,50.37267,1.9092534,801.512,49.46006,210349,0.30287617,3.787435,1.2509816,0.0,201,0,201,6460.74151093477,10.802319,-0.0,25.184269,2.2118704,0.0,201,0,201,8550.515435715706,5.8089414,0.22917715,3.2470233788163316,1.825691980265879,True
G09_Y4_203_291,3576875,0.2024738,UNCXY,sAGN,10.67,3576875,0.7551655,0.80574083,0.0,201,201,0,5962.863241003271,1.7761846,0.6460901,30.715488,14.375073,16.022993,0.9933047,514.0,45.929573,0.61883974,1.2430705,0.0,201,201,1,7891.594811054965,3.9650004,0.2554914,227.80313,19.322031,21.479757,0.39784682,1657.966,54.281693,3576875,0.2024738,4.12851,0.85184425,0.0,201,0,201,5962.863241003271,10.007723,-0.0,38.386044,1.2327479,0.0,201,0,201,7891.594811054965,7.7285643,0.15978384,2.906109497022614,1.698448344484067,True,3576875,0.2024738,UNCXY,sAGN,10.67,3576875,0.7551655,0.80574083,0.0,201,201,0,5962.863241003271,1.7761846,0.6460901,30.715488,14.375073,16.022993,0.9933047,514.0,45.929573,0.61883974,1.2430705,0.0,201,201,1,7891.594811054965,3.9650004,0.2554914,227.80313,19.322031,21.479757,0.39784682,1657.966,54.281693,3576875,0.2024738,4.12851,0.85184425,0.0,201,0,201,5962.863241003271,10.007723,-0.0,38.386044,1.2327479,0.0,201,0,201,7891.594811054965,7.7285643,0.15978384,2.911685288242633,1.179371815434732,True
